root_uid	eventmention_id	slot_type	argmention_id	attribute
IC0015LNI	VMIC0015LNI.000444	evt120arg03passenger	EMIC0015LNI.002404	none
IC0015LNI	VMIC0015LNI.000444	evt120arg04origin	EMIC0015LNI.002417	none
IC0015LNI	VMIC0015LNI.000549	evt121arg01transporter	EMIC0015LNI.002576	none
IC0015LNI	VMIC0015LNI.000549	evt121arg03origin	EMIC0015LNI.002589	none
IC0015LNI	VMIC0015LNI.000570	evt004arg01attacker	EMIC0015LNI.002602	none
IC0015LNI	VMIC0015LNI.000570	evt004arg02target	EMIC0015LNI.002615	none
IC0015LNI	VMIC0015LNI.000570	evt004arg04place	EMIC0015LNI.002628	none
IC0015LNI	VMIC0015LNI.000774	evt090arg02victim	EMIC0015LNI.000808	none
IC0015LNI	VMIC0015LNI.000774	evt090arg04place	EMIC0015LNI.000821	none
IC0015LNI	VMIC0015LNI.000847	evt008arg01attacker	EMIC0015LNI.002988	none
IC0015LNI	VMIC0015LNI.000847	evt008arg04place	EMIC0015LNI.003001	none
IC0015LNI	VMIC0015LNI.000847	evt008arg02target	EMIC0015LNI.003014	none
IC0015LNI	VMIC0015LNI.001032	evt015arg02target	EMIC0015LNI.001053	none
IC0015LNI	VMIC0015LNI.001032	evt015arg03instrument	EMIC0015LNI.001066	none
IC0015LNI	VMIC0015LNI.001032	evt015arg04place	EMIC0015LNI.001079	none
IC0015LNI	VMIC0015LNI.001256	evt004arg04place	EMIC0015LNI.001324	none
IC0015LNI	VMIC0015LNI.001256	evt004arg01attacker	EMIC0015LNI.003092	none
IC0015LNI	VMIC0015LNI.001363	evt021arg01participant	EMIC0015LNI.001384	none
IC0015LNI	VMIC0015LNI.001363	evt021arg02participant	EMIC0015LNI.001397	none
IC0015LNI	VMIC0015LNI.001457	evt004arg04place	EMIC0015LNI.001478	none
IC0015LNI	VMIC0015LNI.001551	evt090arg02victim	EMIC0015LNI.001572	none
IC0015LNI	VMIC0015LNI.001551	evt090arg04place	EMIC0015LNI.001585	none
IC0015LNI	VMIC0015LNI.001671	evt059arg01fireexplosionobject	EMIC0015LNI.001692	none
IC0015LNI	VMIC0015LNI.001671	evt059arg02instrument	EMIC0015LNI.001705	none
IC0015LNI	VMIC0015LNI.001671	evt059arg03place	EMIC0015LNI.001718	none
IC0015LNI	VMIC0015LNI.001804	evt012arg01attacker	EMIC0015LNI.001945	none
IC0015LNI	VMIC0015LNI.001804	evt012arg02target	EMIC0015LNI.001958	none
IC0015LNI	VMIC0015LNI.001804	evt012arg03instrument	EMIC0015LNI.001971	none
IC0015LNI	VMIC0015LNI.001804	evt012arg04place	EMIC0015LNI.001984	none
IC0015LNI	VMIC0015LNI.002211	evt003arg01destroyer	EMIC0015LNI.002232	none
IC0015LNI	VMIC0015LNI.002211	evt003arg02artifact	EMIC0015LNI.002245	none
IC0015LNI	VMIC0015LNI.002211	evt003arg04place	EMIC0015LNI.002258	none
IC0015LNI	VMIC0015LNI.002318	evt114arg04origin	EMIC0015LNI.002339	none
IC0015LNI	VMIC0015LNI.002318	evt114arg05destination	EMIC0015LNI.002352	none
IC0015LNI	VMIC0015LNI.002318	evt114arg01transporter	EMIC0015LNI.002365	none
IC0015LNI	VMIC0015LNI.002318	evt114arg02passenger	EMIC0015LNI.002378	none
IC0015LNI	VMIC0015LNI.002469	evt002arg01damager	EMIC0015LNI.002511	none
IC0015LNI	VMIC0015LNI.002469	evt002arg02artifact	EMIC0015LNI.002524	none
IC0015LNI	VMIC0015LNI.002469	evt002arg04place	EMIC0015LNI.002537	none
IC0015LNI	VMIC0015LNI.002490	evt077arg01inspector	EMIC0015LNI.002550	none
IC0015LNI	VMIC0015LNI.002490	evt077arg03place	EMIC0015LNI.002563	none
IC0015LNI	VMIC0015LNI.002490	evt077arg02inspectedentity	EMIC0015LNI.003105	none
IC0015LNI	VMIC0015LNI.002490	evt077arg02inspectedentity	EMIC0015LNI.003118	none
IC0015LNI	VMIC0015LNI.002813	evt004arg02target	EMIC0015LNI.003066	none
IC0015LNI	VMIC0015LNI.002813	evt004arg02target	EMIC0015LNI.003575	none
IC0015LNI	VMIC0015LNI.002813	evt004arg01attacker	EMIC0015LNI.003588	none
IC0015LNI	VMIC0015LNI.002813	evt004arg01attacker	EMIC0015LNI.003601	hedged
IC0015LNI	VMIC0015LNI.002813	evt004arg03instrument	EMIC0015LNI.003614	none
IC0015LNI	VMIC0015LNI.002813	evt004arg03instrument	EMIC0015LNI.003627	none
IC0015LNI	VMIC0015LNI.002834	evt121arg01transporter	EMIC0015LNI.003040	none
IC0015LNI	VMIC0015LNI.002855	evt008arg01attacker	EMIC0015LNI.002923	none
IC0015LNI	VMIC0015LNI.002855	evt008arg02target	EMIC0015LNI.002936	none
IC0015LNI	VMIC0015LNI.002855	evt008arg03instrument	EMIC0015LNI.002949	none
IC0015LNI	VMIC0015LNI.002855	evt008arg04place	EMIC0015LNI.002962	none
IC0015LNI	VMIC0015LNI.002855	evt008arg03instrument	EMIC0015LNI.002975	none
IC0015LNI	VMIC0015LNI.003340	evt021arg01participant	EMIC0015LNI.003361	none
IC0015LNI	VMIC0015LNI.003340	evt021arg02participant	EMIC0015LNI.003374	none
IC0015LNI	VMIC0015LNI.003734	evt021arg01participant	EMIC0015LNI.003755	none
IC0015LNI	VMIC0015LNI.003734	evt021arg02participant	EMIC0015LNI.003768	none
IC0015LRB	VMIC0015LRB.000003	evt004arg01attacker	EMIC0015LRB.000024	none
IC0015LRB	VMIC0015LRB.000003	evt004arg02target	EMIC0015LRB.000037	none
IC0015LRB	VMIC0015LRB.000003	evt004arg04place	EMIC0015LRB.000050	none
IC0015LRB	VMIC0015LRB.000063	evt019arg01retreater	EMIC0015LRB.000084	none
IC0015LRB	VMIC0015LRB.000063	evt019arg02origin	EMIC0015LRB.000097	none
IC0015LRB	VMIC0015LRB.000063	evt019arg03destination	EMIC0015LRB.000110	none
IC0015LRB	VMIC0015LRB.000217	evt012arg03instrument	EMIC0015LRB.000251	none
IC0015LRB	VMIC0015LRB.000217	evt012arg04place	EMIC0015LRB.000264	none
IC0015LRB	VMIC0015LRB.000217	evt012arg01attacker	EMIC0015LRB.001624	none
IC0015LRB	VMIC0015LRB.000217	evt012arg02target	EMIC0015LRB.002488	none
IC0015LRB	VMIC0015LRB.000277	evt008arg04place	EMIC0015LRB.000298	none
IC0015LRB	VMIC0015LRB.000277	evt008arg01attacker	EMIC0015LRB.001598	none
IC0015LRB	VMIC0015LRB.000277	evt008arg02target	EMIC0015LRB.001611	none
IC0015LRB	VMIC0015LRB.000311	evt090arg02victim	EMIC0015LRB.000332	none
IC0015LRB	VMIC0015LRB.000311	evt090arg04place	EMIC0015LRB.000345	none
IC0015LRB	VMIC0015LRB.000499	evt008arg01attacker	EMIC0015LRB.000520	none
IC0015LRB	VMIC0015LRB.000499	evt008arg02target	EMIC0015LRB.000533	none
IC0015LRB	VMIC0015LRB.000499	evt008arg03instrument	EMIC0015LRB.000546	none
IC0015LRB	VMIC0015LRB.000499	evt008arg04place	EMIC0015LRB.000559	none
IC0015LRB	VMIC0015LRB.000632	evt004arg02target	EMIC0015LRB.000700	none
IC0015LRB	VMIC0015LRB.000632	evt004arg04place	EMIC0015LRB.000713	none
IC0015LRB	VMIC0015LRB.000726	evt090arg02victim	EMIC0015LRB.000747	none
IC0015LRB	VMIC0015LRB.000726	evt090arg04place	EMIC0015LRB.000760	none
IC0015LRB	VMIC0015LRB.000833	evt004arg01attacker	EMIC0015LRB.000854	none
IC0015LRB	VMIC0015LRB.000833	evt004arg02target	EMIC0015LRB.000867	none
IC0015LRB	VMIC0015LRB.000833	evt004arg04place	EMIC0015LRB.000880	none
IC0015LRB	VMIC0015LRB.000893	evt095arg02victim	EMIC0015LRB.000914	none
IC0015LRB	VMIC0015LRB.000893	evt095arg04place	EMIC0015LRB.000927	none
IC0015LRB	VMIC0015LRB.001410	evt032arg01participant	EMIC0015LRB.001431	none
IC0015LRB	VMIC0015LRB.001410	evt032arg02participant	EMIC0015LRB.002501	none
IC0015LRB	VMIC0015LRB.001444	evt004arg01attacker	EMIC0015LRB.001465	none
IC0015LRB	VMIC0015LRB.001444	evt004arg02target	EMIC0015LRB.001478	none
IC0015LRB	VMIC0015LRB.001444	evt004arg04place	EMIC0015LRB.001491	none
IC0015LRB	VMIC0015LRB.001825	evt079arg02detainee	EMIC0015LRB.001846	none
IC0015LRB	VMIC0015LRB.001825	evt079arg03crime	EMIC0015LRB.001859	hedged
IC0015LRB	VMIC0015LRB.001825	evt079arg03crime	EMIC0015LRB.001872	hedged
IC0015LRB	VMIC0015LRB.001825	evt079arg01jailer	EMIC0015LRB.001885	none
IC0015LRB	VMIC0015LRB.001825	evt079arg04place	EMIC0015LRB.001898	none
IC0015LRB	VMIC0015LRB.002219	evt112arg02passenger	EMIC0015LRB.002240	none
IC0015LRB	VMIC0015LRB.002219	evt112arg04origin	EMIC0015LRB.002253	none
IC0015LRB	VMIC0015LRB.002219	evt112arg05destination	EMIC0015LRB.002266	none
IC0015LRB	VMIC0015LRB.002535	evt003arg01destroyer	EMIC0015LRB.002556	none
IC0015LRB	VMIC0015LRB.002535	evt003arg02artifact	EMIC0015LRB.002569	none
IC0015LRB	VMIC0015LRB.002535	evt003arg03instrument	EMIC0015LRB.002582	none
IC0015LRB	VMIC0015LRB.002535	evt003arg04place	EMIC0015LRB.002595	none
IC0015LS7	VMIC0015LS7.000003	evt059arg01fireexplosionobject	EMIC0015LS7.000024	none
IC0015LS7	VMIC0015LS7.000003	evt059arg02instrument	EMIC0015LS7.000037	none
IC0015LS7	VMIC0015LS7.000003	evt059arg03place	EMIC0015LS7.000050	none
IC0015LS7	VMIC0015LS7.000110	evt090arg01killer	EMIC0015LS7.000131	none
IC0015LS7	VMIC0015LS7.000110	evt090arg02victim	EMIC0015LS7.000144	none
IC0015LS7	VMIC0015LS7.000110	evt090arg04place	EMIC0015LS7.000157	none
IC0015LS7	VMIC0015LS7.000170	evt004arg04place	EMIC0015LS7.000191	none
IC0015LS7	VMIC0015LS7.000204	evt090arg02victim	EMIC0015LS7.000246	none
IC0015LS7	VMIC0015LS7.000204	evt090arg04place	EMIC0015LS7.000816	none
IC0015LS7	VMIC0015LS7.000285	evt095arg03instrument	EMIC0015LS7.000306	none
IC0015LS7	VMIC0015LS7.000285	evt095arg03instrument	EMIC0015LS7.000319	none
IC0015LS7	VMIC0015LS7.000285	evt095arg03instrument	EMIC0015LS7.000332	none
IC0015LS7	VMIC0015LS7.000285	evt095arg02victim	EMIC0015LS7.000345	none
IC0015LS7	VMIC0015LS7.000358	evt004arg04place	EMIC0015LS7.000379	none
IC0015LS7	VMIC0015LS7.000358	evt004arg02target	EMIC0015LS7.000392	none
IC0015LS7	VMIC0015LS7.000358	evt004arg01attacker	EMIC0015LS7.000405	none
IC0015LS7	VMIC0015LS7.000418	evt017arg01demonstrator	EMIC0015LS7.000439	none
IC0015LS7	VMIC0015LS7.000418	evt017arg02place	EMIC0015LS7.000803	none
IC0015LS7	VMIC0015LS7.000499	evt004arg04place	EMIC0015LS7.000520	none
IC0015LS7	VMIC0015LS7.000499	evt004arg02target	EMIC0015LS7.000533	none
IC0015LZ8	VMIC0015LZ8.000003	evt090arg04place	EMIC0015LZ8.000024	none
IC0015LZ8	VMIC0015LZ8.000003	evt090arg02victim	EMIC0015LZ8.000037	none
IC0015LZ8	VMIC0015LZ8.000050	evt095arg04place	EMIC0015LZ8.000071	none
IC0015LZ8	VMIC0015LZ8.000050	evt095arg02victim	EMIC0015LZ8.000084	none
IC0015LZ8	VMIC0015LZ8.000144	evt059arg03place	EMIC0015LZ8.000165	none
IC0015LZ8	VMIC0015LZ8.000144	evt059arg01fireexplosionobject	EMIC0015LZ8.000178	none
IC0015LZ8	VMIC0015LZ8.000238	evt082arg02defendant	EMIC0015LZ8.000259	none
IC0015LZ8	VMIC0015LZ8.000238	evt082arg04crime	EMIC0015LZ8.000272	none
IC0015LZ8	VMIC0015LZ8.000285	evt081arg04crime	EMIC0015LZ8.000306	none
IC0015LZ8	VMIC0015LZ8.000285	evt081arg04crime	EMIC0015LZ8.000319	none
IC0015LZ8	VMIC0015LZ8.000285	evt081arg02defendant	EMIC0015LZ8.000332	none
IC0015LZ8	VMIC0015LZ8.000345	evt079arg03crime	EMIC0015LZ8.000366	none
IC0015LZ8	VMIC0015LZ8.000345	evt079arg03crime	EMIC0015LZ8.000379	none
IC0015LZ8	VMIC0015LZ8.000345	evt079arg02detainee	EMIC0015LZ8.000392	none
IC0015LZ8	VMIC0015LZ8.000405	evt066arg03place	EMIC0015LZ8.000426	none
IC0015LZ8	VMIC0015LZ8.000405	evt066arg01gpe	EMIC0015LZ8.000439	hedged
IC0015LZ8	VMIC0015LZ8.000452	evt004arg04place	EMIC0015LZ8.000473	none
IC0015LZ8	VMIC0015LZ8.000452	evt004arg02target	EMIC0015LZ8.000486	none
IC0015LZ8	VMIC0015LZ8.000452	evt004arg01attacker	EMIC0015LZ8.000499	none
IC0015LZ8	VMIC0015LZ8.000512	evt004arg03instrument	EMIC0015LZ8.000533	none
IC0015LZ8	VMIC0015LZ8.000512	evt004arg03instrument	EMIC0015LZ8.000546	none
IC0015LZ8	VMIC0015LZ8.000512	evt004arg03instrument	EMIC0015LZ8.000559	none
IC0015LZ8	VMIC0015LZ8.000512	evt004arg02target	EMIC0015LZ8.000572	none
IC0015LZ8	VMIC0015LZ8.000512	evt004arg01attacker	EMIC0015LZ8.000585	none
IC0015LZ8	VMIC0015LZ8.000512	evt004arg03instrument	EMIC0015LZ8.000598	none
IC0015LZ8	VMIC0015LZ8.000658	evt090arg04place	EMIC0015LZ8.000679	none
IC0015LZ8	VMIC0015LZ8.000658	evt090arg03instrument	EMIC0015LZ8.000692	none
IC0015LZ8	VMIC0015LZ8.000658	evt090arg02victim	EMIC0015LZ8.000705	none
IC0015LZ8	VMIC0015LZ8.000765	evt095arg03instrument	EMIC0015LZ8.000786	none
IC0015LZ8	VMIC0015LZ8.000765	evt095arg01injurer	EMIC0015LZ8.000799	none
IC0015LZ8	VMIC0015LZ8.000765	evt095arg02victim	EMIC0015LZ8.000812	none
IC0015LZ8	VMIC0015LZ8.000872	evt023arg02participant	EMIC0015LZ8.000893	none
IC0015LZ8	VMIC0015LZ8.000872	evt023arg01participant	EMIC0015LZ8.000906	none
IC0015LZ8	VMIC0015LZ8.000932	evt118arg05origin	EMIC0015LZ8.000953	none
IC0015LZ8	VMIC0015LZ8.000932	evt118arg03hidingplace	EMIC0015LZ8.000966	none
IC0015LZ8	VMIC0015LZ8.000932	evt118arg02passenger	EMIC0015LZ8.000979	none
IC0015LZ8	VMIC0015LZ8.001039	evt090arg03instrument	EMIC0015LZ8.001060	none
IC0015LZ8	VMIC0015LZ8.001039	evt090arg01killer	EMIC0015LZ8.001073	none
IC0015LZ8	VMIC0015LZ8.001039	evt090arg02victim	EMIC0015LZ8.001086	none
IC0015LZ8	VMIC0015LZ8.001099	evt121arg04destination	EMIC0015LZ8.001120	none
IC0015LZ8	VMIC0015LZ8.001099	evt121arg03origin	EMIC0015LZ8.001133	none
IC0015LZ8	VMIC0015LZ8.001099	evt121arg01transporter	EMIC0015LZ8.001146	none
IC0015LZ8	VMIC0015LZ8.001159	evt090arg01killer	EMIC0015LZ8.001180	none
IC0015LZ8	VMIC0015LZ8.001159	evt090arg02victim	EMIC0015LZ8.001193	none
IC0015LZ8	VMIC0015LZ8.001206	evt090arg04place	EMIC0015LZ8.001227	none
IC0015LZ8	VMIC0015LZ8.001206	evt090arg03instrument	EMIC0015LZ8.001240	none
IC0015LZ8	VMIC0015LZ8.001206	evt090arg02victim	EMIC0015LZ8.001253	none
IC0015LZ8	VMIC0015LZ8.001266	evt011arg04place	EMIC0015LZ8.001287	none
IC0015LZ8	VMIC0015LZ8.001313	evt090arg04place	EMIC0015LZ8.001334	none
IC0015LZ8	VMIC0015LZ8.001313	evt090arg02victim	EMIC0015LZ8.001347	none
IC0015LZ8	VMIC0015LZ8.001360	evt115arg04origin	EMIC0015LZ8.001381	none
IC0015LZ8	VMIC0015LZ8.001360	evt115arg02passenger	EMIC0015LZ8.001394	none
IC0015LZ8	VMIC0015LZ8.001407	evt004arg02target	EMIC0015LZ8.001428	none
IC0015LZ8	VMIC0015LZ8.001407	evt004arg01attacker	EMIC0015LZ8.001441	none
IC0015LZ8	VMIC0015LZ8.001454	evt082arg04crime	EMIC0015LZ8.001475	none
IC0015LZ8	VMIC0015LZ8.001454	evt082arg02defendant	EMIC0015LZ8.001488	none
IC0015N98	VMIC0015N98.000003	evt090arg02victim	EMIC0015N98.000024	none
IC0015N98	VMIC0015N98.000003	evt090arg04place	EMIC0015N98.000037	none
IC0015N98	VMIC0015N98.000097	evt012arg01attacker	EMIC0015N98.000118	none
IC0015N98	VMIC0015N98.000097	evt012arg02target	EMIC0015N98.000131	none
IC0015N98	VMIC0015N98.000097	evt012arg04place	EMIC0015N98.000144	none
IC0015N98	VMIC0015N98.000097	evt012arg03instrument	EMIC0015N98.000178	none
IC0015N98	VMIC0015N98.000157	evt012arg01attacker	EMIC0015N98.000191	none
IC0015N98	VMIC0015N98.000157	evt012arg02target	EMIC0015N98.000204	none
IC0015N98	VMIC0015N98.000157	evt012arg03instrument	EMIC0015N98.000217	none
IC0015N98	VMIC0015N98.000157	evt012arg04place	EMIC0015N98.000230	none
IC0015N98	VMIC0015N98.000243	evt012arg03instrument	EMIC0015N98.000264	none
IC0015N98	VMIC0015N98.000243	evt012arg04place	EMIC0015N98.000277	none
IC0015N98	VMIC0015N98.000431	evt019arg01retreater	EMIC0015N98.000452	none
IC0015N98	VMIC0015N98.000431	evt019arg03destination	EMIC0015N98.000465	none
IC0015N98	VMIC0015N98.000478	evt120arg01preventer	EMIC0015N98.000499	none
IC0015N98	VMIC0015N98.000478	evt120arg03passenger	EMIC0015N98.000512	none
IC0015N98	VMIC0015N98.000478	evt120arg04origin	EMIC0015N98.000525	none
IC0015N98	VMIC0015N98.000538	evt116arg01passenger	EMIC0015N98.000559	none
IC0015N98	VMIC0015N98.000538	evt116arg02origin	EMIC0015N98.001055	none
IC0015N98	VMIC0015N98.000572	evt090arg02victim	EMIC0015N98.000593	none
IC0015N98	VMIC0015N98.000572	evt090arg04place	EMIC0015N98.000606	none
IC0015N98	VMIC0015N98.000619	evt004arg02target	EMIC0015N98.000640	none
IC0015N98	VMIC0015N98.000619	evt004arg04place	EMIC0015N98.000653	none
IC0015N98	VMIC0015N98.000666	evt090arg02victim	EMIC0015N98.000687	none
IC0015N98	VMIC0015N98.000666	evt090arg04place	EMIC0015N98.000700	none
IC0015N98	VMIC0015N98.000854	evt012arg02target	EMIC0015N98.000875	none
IC0015N98	VMIC0015N98.000854	evt012arg04place	EMIC0015N98.000888	none
IC0015N98	VMIC0015N98.000901	evt090arg02victim	EMIC0015N98.000922	none
IC0015N98	VMIC0015N98.000901	evt090arg04place	EMIC0015N98.000935	none
IC0015N98	VMIC0015N98.000948	evt006arg02target	EMIC0015N98.000969	none
IC0015N98	VMIC0015N98.000948	evt006arg04place	EMIC0015N98.000982	none
IC0015N98	VMIC0015N98.001008	evt090arg02victim	EMIC0015N98.001029	none
IC0015N98	VMIC0015N98.001008	evt090arg04place	EMIC0015N98.001042	none
IC0015NBG	VMIC0015NBG.000003	evt017arg01demonstrator	EMIC0015NBG.000024	none
IC0015NBG	VMIC0015NBG.000003	evt017arg02place	EMIC0015NBG.000037	none
IC0015NBG	VMIC0015NBG.000050	evt004arg01attacker	EMIC0015NBG.000071	none
IC0015NBG	VMIC0015NBG.000050	evt004arg02target	EMIC0015NBG.000084	none
IC0015NBG	VMIC0015NBG.000050	evt004arg03instrument	EMIC0015NBG.000097	none
IC0015NBG	VMIC0015NBG.000050	evt004arg03instrument	EMIC0015NBG.000110	none
IC0015NBG	VMIC0015NBG.000050	evt004arg04place	EMIC0015NBG.000123	none
IC0015NBG	VMIC0015NBG.000230	evt012arg04place	EMIC0015NBG.000251	none
IC0015NBG	VMIC0015NBG.000230	evt012arg02target	EMIC0015NBG.000264	none
IC0015NBG	VMIC0015NBG.000230	evt012arg01attacker	EMIC0015NBG.000277	none
IC0015NBG	VMIC0015NBG.000337	evt144arg02recipient	EMIC0015NBG.000358	none
IC0015NBG	VMIC0015NBG.000337	evt144arg04territoryorfacility	EMIC0015NBG.000371	none
IC0015NBG	VMIC0015NBG.000337	evt144arg05place	EMIC0015NBG.000384	none
IC0015NBG	VMIC0015NBG.000444	evt090arg02victim	EMIC0015NBG.000465	none
IC0015NBG	VMIC0015NBG.000444	evt090arg04place	EMIC0015NBG.000478	none
IC0015NBG	VMIC0015NBG.000491	evt004arg03instrument	EMIC0015NBG.000533	none
IC0015NBG	VMIC0015NBG.000491	evt004arg03instrument	EMIC0015NBG.000546	none
IC0015NBG	VMIC0015NBG.000491	evt004arg04place	EMIC0015NBG.000559	none
IC0015NBG	VMIC0015NBG.000679	evt004arg01attacker	EMIC0015NBG.000700	none
IC0015NBG	VMIC0015NBG.000679	evt004arg02target	EMIC0015NBG.000713	none
IC0015NBG	VMIC0015NBG.000679	evt004arg03instrument	EMIC0015NBG.000726	none
IC0015NBG	VMIC0015NBG.000679	evt004arg03instrument	EMIC0015NBG.000739	none
IC0015NBG	VMIC0015NBG.000679	evt004arg04place	EMIC0015NBG.000752	none
IC0015NBG	VMIC0015NBG.000953	evt008arg01attacker	EMIC0015NBG.000974	none
IC0015NBG	VMIC0015NBG.000953	evt008arg02target	EMIC0015NBG.000987	none
IC0015NBG	VMIC0015NBG.000953	evt008arg03instrument	EMIC0015NBG.001000	none
IC0015NBG	VMIC0015NBG.000953	evt008arg04place	EMIC0015NBG.001013	none
IC0015NBG	VMIC0015NBG.001026	evt121arg01transporter	EMIC0015NBG.001047	none
IC0015NBG	VMIC0015NBG.001026	evt121arg03origin	EMIC0015NBG.001060	none
IC0015NBG	VMIC0015NBG.001073	evt090arg02victim	EMIC0015NBG.001094	none
IC0015NBG	VMIC0015NBG.001073	evt090arg04place	EMIC0015NBG.001107	none
IC0015NBG	VMIC0015NBG.001120	evt116arg01passenger	EMIC0015NBG.001141	none
IC0015NBG	VMIC0015NBG.001120	evt116arg02origin	EMIC0015NBG.001154	none
IC0015NBG	VMIC0015NBG.001167	evt003arg02artifact	EMIC0015NBG.001188	none
IC0015NBG	VMIC0015NBG.001167	evt003arg04place	EMIC0015NBG.001201	none
IC0015NBG	VMIC0015NBG.001235	evt113arg02passenger	EMIC0015NBG.001256	none
IC0015NBG	VMIC0015NBG.001235	evt113arg04origin	EMIC0015NBG.001269	none
IC0015NBG	VMIC0015NBG.001329	evt095arg02victim	EMIC0015NBG.001350	none
IC0015NBG	VMIC0015NBG.001329	evt095arg01injurer	EMIC0015NBG.001363	none
IC0015NBG	VMIC0015NBG.001329	evt095arg04place	EMIC0015NBG.001376	none
IC0015NBG	VMIC0015NBG.001624	evt032arg01participant	EMIC0015NBG.001645	none
IC0015NBG	VMIC0015NBG.001624	evt032arg02participant	EMIC0015NBG.001658	none
IC0015NBG	VMIC0015NBG.001671	evt063arg01violator	EMIC0015NBG.001692	none
IC0015NBG	VMIC0015NBG.001671	evt063arg02otherparticipant	EMIC0015NBG.001705	none
IC0015NBG	VMIC0015NBG.001765	evt090arg04place	EMIC0015NBG.001786	none
IC0015NGX	VMIC0015NGX.000003	evt004arg02target	EMIC0015NGX.000024	none
IC0015NGX	VMIC0015NGX.000003	evt004arg04place	EMIC0015NGX.000037	none
IC0015NGX	VMIC0015NGX.000050	evt090arg02victim	EMIC0015NGX.000071	none
IC0015NGX	VMIC0015NGX.000050	evt090arg04place	EMIC0015NGX.000084	none
IC0015NGX	VMIC0015NGX.000144	evt081arg01prosecutor	EMIC0015NGX.000165	none
IC0015NGX	VMIC0015NGX.000144	evt081arg02defendant	EMIC0015NGX.000178	none
IC0015NGX	VMIC0015NGX.000332	evt012arg04place	EMIC0015NGX.000353	none
IC0015PQS	VMIC0015PQS.000003	evt004arg01attacker	EMIC0015PQS.000024	none
IC0015PQS	VMIC0015PQS.000003	evt004arg02target	EMIC0015PQS.000037	none
IC0015PQS	VMIC0015PQS.000003	evt004arg04place	EMIC0015PQS.000050	none
IC0015PQS	VMIC0015PQS.000063	evt004arg01attacker	EMIC0015PQS.000084	none
IC0015PQS	VMIC0015PQS.000063	evt004arg02target	EMIC0015PQS.000097	none
IC0015PQS	VMIC0015PQS.000063	evt004arg04place	EMIC0015PQS.000110	none
IC0015PQS	VMIC0015PQS.000217	evt008arg01attacker	EMIC0015PQS.000238	none
IC0015PQS	VMIC0015PQS.000217	evt008arg02target	EMIC0015PQS.000251	none
IC0015PQS	VMIC0015PQS.000217	evt008arg04place	EMIC0015PQS.000264	none
IC0015PQS	VMIC0015PQS.000217	evt008arg03instrument	EMIC0015PQS.000298	none
IC0015PQS	VMIC0015PQS.000277	evt090arg01killer	EMIC0015PQS.000311	none
IC0015PQS	VMIC0015PQS.000277	evt090arg02victim	EMIC0015PQS.000324	none
IC0015PQS	VMIC0015PQS.000277	evt090arg03instrument	EMIC0015PQS.000337	none
IC0015PQS	VMIC0015PQS.000277	evt090arg04place	EMIC0015PQS.000350	none
IC0015PQS	VMIC0015PQS.000363	evt004arg01attacker	EMIC0015PQS.000384	none
IC0015PQS	VMIC0015PQS.000363	evt004arg02target	EMIC0015PQS.000397	none
IC0015PQS	VMIC0015PQS.000363	evt004arg04place	EMIC0015PQS.000410	none
