kb_id	mention_id	root_uid
NILE05062	EMIC0015L5A.000118	IC0015L5A
80000139	EMIC0015L5A.000131	IC0015L5A
80000011	EMIC0015L5A.000144	IC0015L5A
704508|80000042	EMIC0015L5A.000794	IC0015L5A
NILE04026	EMIC0015L5A.000366	IC0015L5A
NILE05063	EMIC0015L5A.000379	IC0015L5A
NILE05064	EMIC0015L5A.000460	IC0015L5A
80000085	EMIC0015L5A.001069	IC0015L5A
614540|80000041	EMIC0015L5A.001082	IC0015L5A
NILE05065	EMIC0015L5A.001116	IC0015L5A
614540|80000041	EMIC0015L5A.001129	IC0015L5A
690791|80000032	EMIC0015L5K.001625	IC0015L5K
NILE04033	EMIC0015L5K.001638	IC0015L5K
NILE04034	EMIC0015L5K.002194	IC0015L5K
NILE04034	EMIC0015L5K.003793	IC0015L5K
NILE05074	EMIC0015L5K.002207	IC0015L5K
693468|80000043	EMIC0015L5K.002220	IC0015L5K
NILE04184	EMIC0015L5K.002254	IC0015L5K
NILE05075	EMIC0015L5K.002267	IC0015L5K
2017370|80000055	EMIC0015L5K.002280	IC0015L5K
NILE05077	EMIC0015L5K.002481	IC0015L5K
80000085	EMIC0015L5K.002494	IC0015L5K
NILE04035	EMIC0015L5K.002669	IC0015L5K
NILE04036	EMIC0015L5K.002682	IC0015L5K
693468|80000043	EMIC0015L5K.002695	IC0015L5K
NILE04035	EMIC0015L5K.002729	IC0015L5K
NILE04036	EMIC0015L5K.002742	IC0015L5K
704508|80000042	EMIC0015L5K.002755	IC0015L5K
NILE04037	EMIC0015L5K.002789	IC0015L5K
NILE04037	EMIC0015L5K.003076	IC0015L5K
693468|80000043	EMIC0015L5K.002802	IC0015L5K
NILE04005	EMIC0015L5K.002836	IC0015L5K
NILE04037	EMIC0015L5K.002870	IC0015L5K
2017370|80000055	EMIC0015L5K.002883	IC0015L5K
693468|80000043	EMIC0015L5K.002896	IC0015L5K
NILE04037	EMIC0015L5K.002930	IC0015L5K
NILE04003	EMIC0015L5K.002943	IC0015L5K
693468|80000043	EMIC0015L5K.002956	IC0015L5K
NILE04037	EMIC0015L5K.002990	IC0015L5K
NILE04004	EMIC0015L5K.003003	IC0015L5K
693468|80000043	EMIC0015L5K.003016	IC0015L5K
NILE04037	EMIC0015L5K.003050	IC0015L5K
NILE05078	EMIC0015L5K.003063	IC0015L5K
80000139	EMIC0015L5K.003250	IC0015L5K
2017370|80000055	EMIC0015L5K.003263	IC0015L5K
614540|80000041	EMIC0015L5K.003276	IC0015L5K
80000139	EMIC0015L5K.003310	IC0015L5K
2017370|80000055	EMIC0015L5K.003323	IC0015L5K
614540|80000041	EMIC0015L5K.003336	IC0015L5K
2017370|80000055	EMIC0015L5K.003673	IC0015L5K
690791|80000032	EMIC0015L5K.003686	IC0015L5K
NILE05081	EMIC0015L5K.003820	IC0015L5K
2017370|80000055	EMIC0015L5K.003833	IC0015L5K
NILE05082	EMIC0015L5X.000262	IC0015L5X
690791|80000032	EMIC0015L5X.000288	IC0015L5X
690791|80000032	EMIC0015L5X.000897	IC0015L5X
NILE04040	EMIC0015L5X.000301	IC0015L5X
80000084	EMIC0015L5X.000455	IC0015L5X
80000062	EMIC0015L5X.000468	IC0015L5X
80000084	EMIC0015L5X.000494	IC0015L5X
80000062	EMIC0015L5X.000507	IC0015L5X
80000085	EMIC0015L64.000212	IC0015L64
NILE04041	EMIC0015L64.000225	IC0015L64
709718|80000061	EMIC0015L64.000238	IC0015L64
80000085	EMIC0015L64.000366	IC0015L64
NILE04041	EMIC0015L64.000379	IC0015L64
709718|80000061	EMIC0015L64.000392	IC0015L64
NILE04042	EMIC0015L64.000426	IC0015L64
NILE05084	EMIC0015L64.000439	IC0015L64
NILE04043	EMIC0015L64.000452	IC0015L64
NILE04044	EMIC0015L64.000465	IC0015L64
693468|80000043	EMIC0015L64.000478	IC0015L64
80000078	EMIC0015L64.000935	IC0015L64
NILE04046	EMIC0015L64.000948	IC0015L64
NILE04047	EMIC0015L64.000961	IC0015L64
80000313	EMIC0015L64.000974	IC0015L64
690791|80000032	EMIC0015L64.000987	IC0015L64
80000139	EMIC0015L64.001162	IC0015L64
NILE05087	EMIC0015L64.001175	IC0015L64
693468|80000043	EMIC0015L64.001188	IC0015L64
690791|80000032	EMIC0015L64.001201	IC0015L64
NILE04046	EMIC0015L64.001235	IC0015L64
2017370|80000055	EMIC0015L64.001248	IC0015L64
NILE04184	EMIC0015L64.001329	IC0015L64
NILE04184	EMIC0015L64.003394	IC0015L64
30003842|80000143	EMIC0015L64.001342	IC0015L64
30003842|80000143	EMIC0015L64.001376	IC0015L64
NILE04184	EMIC0015L64.001389	IC0015L64
80000139	EMIC0015L64.001846	IC0015L64
NILE04051	EMIC0015L64.001859	IC0015L64
NILE05090	EMIC0015L64.001872	IC0015L64
704508|80000042	EMIC0015L64.001885	IC0015L64
80000084	EMIC0015L64.002739	IC0015L64
80000062	EMIC0015L64.002752	IC0015L64
80000084	EMIC0015L64.002786	IC0015L64
80000062	EMIC0015L64.002799	IC0015L64
2017370|80000055	EMIC0015L64.003162	IC0015L64
614540|80000041	EMIC0015L64.003175	IC0015L64
NILE04064	EMIC0015L79.000024	IC0015L79
80000011	EMIC0015L79.000037	IC0015L79
704508|80000042	EMIC0015L79.000063	IC0015L79
NILE04066	EMIC0015L79.000447	IC0015L79
80000011	EMIC0015L79.000460	IC0015L79
NILE05101	EMIC0015L79.000473	IC0015L79
693468|80000043	EMIC0015L79.000512	IC0015L79
NILE04067	EMIC0015L79.000593	IC0015L79
NILE04068	EMIC0015L79.000606	IC0015L79
NILE04069	EMIC0015L79.000619	IC0015L79
NILE04070	EMIC0015L79.000914	IC0015L79
NILE04071	EMIC0015L79.000927	IC0015L79
NILE04072	EMIC0015L79.000940	IC0015L79
NILE04070	EMIC0015L79.000974	IC0015L79
NILE05104	EMIC0015L79.000987	IC0015L79
NILE04071	EMIC0015L79.001000	IC0015L79
NILE05105	EMIC0015L79.001449	IC0015L79
693468|80000043	EMIC0015L79.001462	IC0015L79
80000062	EMIC0015L79.001475	IC0015L79
NILE04073	EMIC0015L79.001885	IC0015L79
30003864|80000173	EMIC0015L79.001898	IC0015L79
NILE05114	EMIC0015L79.003235	IC0015L79
NILE04068	EMIC0015L79.003248	IC0015L79
80000011	EMIC0015L79.003261	IC0015L79
NILE04077	EMIC0015L79.003436	IC0015L79
NILE05115	EMIC0015L79.003449	IC0015L79
NILE04076	EMIC0015L79.003483	IC0015L79
NILE04076	EMIC0015L79.003528	IC0015L79
NILE04077	EMIC0015L79.003496	IC0015L79
NILE04077	EMIC0015L79.003522	IC0015L79
709717|80000051	EMIC0015L79.003509	IC0015L79
NILE04082	EMIC0015L91.000024	IC0015L91
NILE04082	EMIC0015L91.001215	IC0015L91
80000078	EMIC0015L91.000037	IC0015L91
7731189|80000009	EMIC0015L91.000050	IC0015L91
80000062	EMIC0015L91.000063	IC0015L91
NILE04078	EMIC0015L91.000144	IC0015L91
7731189|80000009	EMIC0015L91.000157	IC0015L91
80000078	EMIC0015L91.000217	IC0015L91
NILE04079	EMIC0015L91.000191	IC0015L91
NILE04079	EMIC0015L91.001209	IC0015L91
7731189|80000009	EMIC0015L91.000204	IC0015L91
80000078	EMIC0015L91.000345	IC0015L91
NILE05116	EMIC0015L91.000358	IC0015L91
7731189|80000009	EMIC0015L91.000371	IC0015L91
80000078	EMIC0015L91.000405	IC0015L91
NILE04078	EMIC0015L91.000418	IC0015L91
7731189|80000009	EMIC0015L91.000431	IC0015L91
7731189|80000009	EMIC0015L91.000478	IC0015L91
NILE04080	EMIC0015L91.000512	IC0015L91
NILE04080	EMIC0015L91.001221	IC0015L91
7731189|80000009	EMIC0015L91.000525	IC0015L91
704508|80000042	EMIC0015L91.000538	IC0015L91
80000078	EMIC0015L91.000901	IC0015L91
693468|80000043	EMIC0015L91.000914	IC0015L91
80000078	EMIC0015L91.001042	IC0015L91
693468|80000043	EMIC0015L91.001055	IC0015L91
NILE04083	EMIC0015LA9.000024	IC0015LA9
80000078	EMIC0015LA9.000037	IC0015LA9
7731189|80000009	EMIC0015LA9.000050	IC0015LA9
7731189|80000009	EMIC0015LA9.001734	IC0015LA9
704508|80000042	EMIC0015LA9.000063	IC0015LA9
80000078	EMIC0015LA9.000097	IC0015LA9
7731189|80000009	EMIC0015LA9.000110	IC0015LA9
NILE04084	EMIC0015LA9.000123	IC0015LA9
704508|80000042	EMIC0015LA9.000311	IC0015LA9
NILE05121	EMIC0015LA9.000298	IC0015LA9
704508|80000042	EMIC0015LA9.000345	IC0015LA9
NILE04085	EMIC0015LA9.000358	IC0015LA9
704508|80000042	EMIC0015LA9.000371	IC0015LA9
NILE04085	EMIC0015LA9.000405	IC0015LA9
704508|80000042	EMIC0015LA9.000418	IC0015LA9
80000078	EMIC0015LA9.000452	IC0015LA9
NILE04086	EMIC0015LA9.000465	IC0015LA9
NILE05122	EMIC0015LA9.000478	IC0015LA9
NILE05123	EMIC0015LA9.000606	IC0015LA9
80000063	EMIC0015LA9.000619	IC0015LA9
80000063	EMIC0015LA9.001530	IC0015LA9
NILE05128	EMIC0015LA9.001504	IC0015LA9
NILE05129	EMIC0015LA9.001517	IC0015LA9
80000078	EMIC0015LA9.000653	IC0015LA9
NILE04087	EMIC0015LA9.000666	IC0015LA9
80000062	EMIC0015LA9.000679	IC0015LA9
NILE04093	EMIC0015LA9.001536	IC0015LA9
NILE04092	EMIC0015LA9.001136	IC0015LA9
NILE05124	EMIC0015LA9.001149	IC0015LA9
693468|80000043	EMIC0015LA9.001162	IC0015LA9
80000078	EMIC0015LA9.001384	IC0015LA9
NILE05126	EMIC0015LA9.001397	IC0015LA9
NILE04093	EMIC0015LA9.001570	IC0015LA9
80000078	EMIC0015LA9.001583	IC0015LA9
NILE04087	EMIC0015LA9.001596	IC0015LA9
80000062	EMIC0015LA9.001609	IC0015LA9
80000062	EMIC0015LA9.001622	IC0015LA9
NILE04085	EMIC0015LA9.001649	IC0015LA9
NILE04085	EMIC0015LA9.001675	IC0015LA9
704508|80000042	EMIC0015LA9.001662	IC0015LA9
NILE04085	EMIC0015LA9.001702	IC0015LA9
704508|80000042	EMIC0015LA9.001715	IC0015LA9
NILE04094	EMIC0015LA9.001761	IC0015LA9
NILE04094	EMIC0015LA9.001881	IC0015LA9
690791|80000032	EMIC0015LA9.001774	IC0015LA9
690791|80000032	EMIC0015LA9.001893	IC0015LA9
80000063	EMIC0015LA9.001926	IC0015LA9
NILE04084	EMIC0015LA9.001939	IC0015LA9
NILE05130	EMIC0015LA9.001952	IC0015LA9
693468|80000043	EMIC0015LA9.001965	IC0015LA9
80000012|80000353	EMIC0015LBH.000199	IC0015LBH
NILE04095	EMIC0015LBH.000212	IC0015LBH
80000012|80000353	EMIC0015LBH.000695	IC0015LBH
NILE04095	EMIC0015LBH.000708	IC0015LBH
NILE04098	EMIC0015LBH.001032	IC0015LBH
NILE05132	EMIC0015LBH.001045	IC0015LBH
NILE05133	EMIC0015LBH.001058	IC0015LBH
80000085	EMIC0015LBH.001139	IC0015LBH
NILE05134	EMIC0015LBH.001152	IC0015LBH
80000062	EMIC0015LBH.001165	IC0015LBH
NILE05135	EMIC0015LBH.001178	IC0015LBH
614540|80000041	EMIC0015LBH.001306	IC0015LBH
2017370|80000055	EMIC0015LBH.001319	IC0015LBH
80000139	EMIC0015LBH.001332	IC0015LBH
80000139	EMIC0015LBH.002077	IC0015LBH
80000085	EMIC0015LBH.001366	IC0015LBH
80000062	EMIC0015LBH.001379	IC0015LBH
80000085	EMIC0015LBH.001460	IC0015LBH
80000062	EMIC0015LBH.001473	IC0015LBH
NILE04102	EMIC0015LD5.000024	IC0015LD5
80000011	EMIC0015LD5.000037	IC0015LD5
704508|80000042	EMIC0015LD5.000050	IC0015LD5
704508|80000042	EMIC0015LD5.001606	IC0015LD5
704508|80000042	EMIC0015LD5.002127	IC0015LD5
80000062	EMIC0015LD5.000366	IC0015LD5
NILE05138	EMIC0015LD5.000648	IC0015LD5
NILE04106	EMIC0015LD5.000661	IC0015LD5
80000011	EMIC0015LD5.000674	IC0015LD5
80000079	EMIC0015LD5.000755	IC0015LD5
NILE05140	EMIC0015LD5.000768	IC0015LD5
704508|80000042	EMIC0015LD5.000781	IC0015LD5
NILE04107	EMIC0015LD5.001003	IC0015LD5
NILE04108	EMIC0015LD5.001016	IC0015LD5
80000012|80000353	EMIC0015LD5.001029	IC0015LD5
NILE04112	EMIC0015LD5.001945	IC0015LD5
NILE04107	EMIC0015LD5.001063	IC0015LD5
NILE04108	EMIC0015LD5.001076	IC0015LD5
80000012|80000353	EMIC0015LD5.001089	IC0015LD5
NILE04107	EMIC0015LD5.001332	IC0015LD5
NILE04108	EMIC0015LD5.001345	IC0015LD5
80000012|80000353	EMIC0015LD5.001358	IC0015LD5
NILE04112	EMIC0015LD5.001932	IC0015LD5
NILE04109	EMIC0015LD5.001392	IC0015LD5
80000011	EMIC0015LD5.001686	IC0015LD5
80000011	EMIC0015LD5.001738	IC0015LD5
704508|80000042	EMIC0015LD5.001699	IC0015LD5
NILE05146	EMIC0015LD5.001712	IC0015LD5
NILE04102	EMIC0015LD5.001725	IC0015LD5
NILE04110	EMIC0015LD5.001812	IC0015LD5
NILE04111	EMIC0015LD5.001825	IC0015LD5
NILE04110	EMIC0015LD5.001859	IC0015LD5
NILE04111	EMIC0015LD5.001872	IC0015LD5
NILE05150	EMIC0015M4A.000687	IC0015M4A
80000062	EMIC0015M4A.000700	IC0015M4A
NILE04116	EMIC0015M4A.002680	IC0015M4A
NILE04116	EMIC0015M4A.002975	IC0015M4A
80000062	EMIC0015M4A.002513	IC0015M4A
NILE04115	EMIC0015M4A.002667	IC0015M4A
80000086	EMIC0015M4A.002855	IC0015M4A
80000062	EMIC0015M4A.002868	IC0015M4A
80000012|80000353	EMIC0015MBV.000024	IC0015MBV
80000063	EMIC0015MBV.000037	IC0015MBV
80000012|80000353	EMIC0015MBV.000118	IC0015MBV
NILE05152	EMIC0015MBV.000131	IC0015MBV
NILE04117	EMIC0015MBV.000165	IC0015MBV
NILE04118	EMIC0015MBV.000178	IC0015MBV
NILE04121	EMIC0015MBV.000191	IC0015MBV
80000012|80000353	EMIC0015MBV.000204	IC0015MBV
NILE04120	EMIC0015MBV.000635	IC0015MBV
NILE04118	EMIC0015MBV.000857	IC0015MBV
NILE04121	EMIC0015MBV.000870	IC0015MBV
NILE04121	EMIC0015MBV.000922	IC0015MBV
NILE04117	EMIC0015MBV.000883	IC0015MBV
NILE04120	EMIC0015MBV.000896	IC0015MBV
80000012|80000353	EMIC0015MBV.000909	IC0015MBV
80000085	EMIC0015MBV.000949	IC0015MBV
NILE04121	EMIC0015MBV.000962	IC0015MBV
80000012|80000353	EMIC0015MBV.000975	IC0015MBV
NILE04122	EMIC0015MBV.001056	IC0015MBV
NILE04121	EMIC0015MBV.001069	IC0015MBV
80000012|80000353	EMIC0015MBV.001082	IC0015MBV
80000062	EMIC0015MBV.001372	IC0015MBV
NILE04125	EMIC0015MBV.001385	IC0015MBV
2017370|80000055	EMIC0015MBV.001572	IC0015MBV
6252001|80000038	EMIC0015MBV.001585	IC0015MBV
690791|80000032	EMIC0015MBV.001598	IC0015MBV
6695072|80000034	EMIC0015MBV.001611	IC0015MBV
NILE05155	EMIC0015MBV.001624	IC0015MBV
NILE04126	EMIC00162GK.000024	IC00162GK
80000078	EMIC00162GK.000037	IC00162GK
7731189|80000009	EMIC00162GK.000050	IC00162GK
80000078	EMIC00162GK.000084	IC00162GK
NILE04126	EMIC00162GK.000097	IC00162GK
7731189|80000009	EMIC00162GK.000110	IC00162GK
80000063	EMIC00162GK.000426	IC00162GK
NILE04129	EMIC00162GK.000439	IC00162GK
NILE04130	EMIC00162GK.000452	IC00162GK
NILE05157	EMIC00162GK.000465	IC00162GK
NILE04131	EMIC00162GK.000546	IC00162GK
7731189|80000009	EMIC00162GK.000559	IC00162GK
80000062	EMIC00162GK.000572	IC00162GK
80000063	EMIC00162GK.001191	IC00162GK
NILE05160	EMIC00162GK.001204	IC00162GK
NILE05161	EMIC00162GK.001217	IC00162GK
693468|80000043	EMIC00162GK.001230	IC00162GK
NILE05164	EMIC00162GK.001405	IC00162GK
7731189|80000009	EMIC00162GK.001418	IC00162GK
80000078	EMIC00162GK.001687	IC00162GK
NILE05165	EMIC00162GK.001546	IC00162GK
7731189|80000009	EMIC00162GK.001559	IC00162GK
7731189|80000009	EMIC00162GK.001640	IC00162GK
7731189|80000009	EMIC00162GK.001674	IC00162GK
80000078	EMIC00162GK.001721	IC00162GK
NILE05166	EMIC00162GK.001734	IC00162GK
7731189|80000009	EMIC00162GK.001747	IC00162GK
NILE05167	EMIC00162GK.001781	IC00162GK
80000086	EMIC00162GK.001794	IC00162GK
7731189|80000009	EMIC00162GK.001807	IC00162GK
704508|80000042	EMIC00162GK.001820	IC00162GK
NILE05168	EMIC00162GK.001854	IC00162GK
NILE05169	EMIC00162GK.001867	IC00162GK
7731189|80000009	EMIC00162GK.001880	IC00162GK
80000077	EMIC00162GK.002102	IC00162GK
693468|80000043	EMIC00162GK.002115	IC00162GK
80000141	EMIC00162GK.002149	IC00162GK
80000141	EMIC00162GK.002277	IC00162GK
693468|80000043	EMIC00162GK.002290	IC00162GK
NILE04137	EMIC00162GK.002888	IC00162GK
NILE04138	EMIC00162GK.002901	IC00162GK
NILE04137	EMIC00162GK.003076	IC00162GK
NILE04138	EMIC00162GK.003089	IC00162GK
NILE05170	EMIC00162GK.003188	IC00162GK
NILE04139	EMIC00162GK.003201	IC00162GK
NILE04138	EMIC00162GK.003233	IC00162GK
7731189|80000009	EMIC00162GK.003214	IC00162GK
80000066	EMIC00162XL.000024	IC00162XL
7731189|80000009	EMIC00162XL.000037	IC00162XL
80000066	EMIC00162XL.000071	IC00162XL
7731189|80000009	EMIC00162XL.000097	IC00162XL
NILE04148	EMIC00162XL.001487	IC00162XL
NILE04148	EMIC00162XL.001500	IC00162XL
NILE04148	EMIC00162XL.001506	IC00162XL
80000066	EMIC00162XL.000131	IC00162XL
NILE05171	EMIC00162XL.000144	IC00162XL
7731189|80000009	EMIC00162XL.000157	IC00162XL
NILE04140	EMIC00162XL.000238	IC00162XL
NILE04140	EMIC00162XL.001302	IC00162XL
80000014	EMIC00162XL.000251	IC00162XL
80000014	EMIC00162XL.001308	IC00162XL
693468|80000043	EMIC00162XL.000264	IC00162XL
693468|80000043	EMIC00162XL.001243	IC00162XL
NILE04141	EMIC00162XL.000298	IC00162XL
80000010	EMIC00162XL.000311	IC00162XL
704508|80000042	EMIC00162XL.000324	IC00162XL
NILE05172	EMIC00162XL.000358	IC00162XL
80000090	EMIC00162XL.000371	IC00162XL
7731189|80000009	EMIC00162XL.000384	IC00162XL
NILE04144	EMIC00162XL.000606	IC00162XL
NILE05173	EMIC00162XL.000619	IC00162XL
80000062	EMIC00162XL.000666	IC00162XL
NILE05174	EMIC00162XL.000841	IC00162XL
NILE04138	EMIC00162XL.000854	IC00162XL
704508|80000042	EMIC00162XL.001907	IC00162XL
NILE04141	EMIC00162XL.001335	IC00162XL
80000010	EMIC00162XL.001348	IC00162XL
NILE05179	EMIC00162XL.001361	IC00162XL
704508|80000042	EMIC00162XL.001374	IC00162XL
80000086	EMIC00162XL.001580	IC00162XL
NILE05183	EMIC00162XL.001593	IC00162XL
7731189|80000009	EMIC00162XL.001606	IC00162XL
NILE05185	EMIC00162XL.001687	IC00162XL
7731189|80000009	EMIC00162XL.001700	IC00162XL
NILE04149	EMIC00162XL.001734	IC00162XL
NILE04149	EMIC00162XL.001807	IC00162XL
80000062	EMIC00162XL.001747	IC00162XL
80000082	EMIC001672H.000870	IC001672H
693468|80000043	EMIC001672H.000909	IC001672H
693468|80000043	EMIC001672H.001690	IC001672H
693468|80000043	EMIC001672H.001774	IC001672H
693468|80000043	EMIC001672H.000207	IC001672H
NILE04151	EMIC001672H.000220	IC001672H
80000011	EMIC001672H.000750	IC001672H
NILE04156	EMIC001672H.000763	IC001672H
704508|80000042	EMIC001672H.001702	IC001672H
704508|80000042	EMIC001672H.001715	IC001672H
704508|80000042	EMIC001672H.001721	IC001672H
NILE04151	EMIC001672H.001748	IC001672H
690791|80000032	EMIC001672H.001761	IC001672H
690791|80000032	EMIC001672H.001833	IC001672H
693468|80000043	EMIC001673A.000426	IC001673A
690791|80000032	EMIC001673A.000439	IC001673A
NILE05200	EMIC001673A.000452	IC001673A
NILE04159	EMIC001673A.000674	IC001673A
693468|80000043	EMIC001673A.000687	IC001673A
NILE04159	EMIC001673A.000721	IC001673A
704508|80000042	EMIC001673A.000734	IC001673A
2017370|80000055	EMIC001673A.001097	IC001673A
614540|80000041	EMIC001673A.001110	IC001673A
80000139	EMIC001673A.001203	IC001673A
80000139	EMIC001673A.001216	IC001673A
614540|80000041	EMIC001673A.001229	IC001673A
2017370|80000055	EMIC001673A.001242	IC001673A
NILE04162	EMIC001673I.000024	IC001673I
80000078	EMIC001673I.000037	IC001673I
693468|80000043	EMIC001673I.000050	IC001673I
80000141	EMIC001673I.000178	IC001673I
80000141	EMIC001673I.000471	IC001673I
NILE04163	EMIC001673I.000191	IC001673I
NILE04163	EMIC001673I.000465	IC001673I
80000014	EMIC001673I.000204	IC001673I
693468|80000043	EMIC001673I.000217	IC001673I
693468|80000043	EMIC001673I.000298	IC001673I
NILE04162	EMIC001673I.000311	IC001673I
NILE05204	EMIC001673I.000345	IC001673I
693468|80000043	EMIC001673I.000358	IC001673I
693468|80000043	EMIC001673I.000558	IC001673I
NILE05205	EMIC001673I.000592	IC001673I
693468|80000043	EMIC001673I.000605	IC001673I
NILE04165	EMIC001676E.000024	IC001676E
NILE04166	EMIC001676E.000037	IC001676E
693468|80000043	EMIC001676E.000050	IC001676E
NILE05207	EMIC001676E.000063	IC001676E
NILE05210	EMIC001676E.000379	IC001676E
NILE05211	EMIC001676E.000392	IC001676E
NILE05212	EMIC001676E.000473	IC001676E
2017370|80000055	EMIC001676E.000486	IC001676E
693468|80000043	EMIC001676E.000499	IC001676E
NILE05216	EMIC001679S.000178	IC001679S
NILE04171	EMIC001679S.000191	IC001679S
NILE04172	EMIC001679S.000204	IC001679S
80000012|80000353	EMIC001679S.000217	IC001679S
NILE04174	EMIC001679S.000674	IC001679S
NILE04174	EMIC001679S.001812	IC001679S
NILE05218	EMIC001679S.000687	IC001679S
80000012|80000353	EMIC001679S.000700	IC001679S
NILE05219	EMIC001679S.000849	IC001679S
NILE05220	EMIC001679S.000862	IC001679S
NILE05221	EMIC001679S.000875	IC001679S
NILE04171	EMIC001679S.000956	IC001679S
NILE05222	EMIC001679S.000969	IC001679S
80000012|80000353	EMIC001679S.000982	IC001679S
NILE05227	EMIC001679S.001786	IC001679S
2017370|80000055	EMIC001679S.001016	IC001679S
NILE05223	EMIC001679S.001063	IC001679S
693468|80000043	EMIC001679S.001799	IC001679S
80000141	EMIC001679S.001110	IC001679S
30003842|80000143	EMIC001679S.001123	IC001679S
NILE04171	EMIC001679S.001439	IC001679S
NILE05225	EMIC001679S.001452	IC001679S
80000012|80000353	EMIC001679S.001465	IC001679S
NILE05226	EMIC001679S.001760	IC001679S
80000012|80000353	EMIC001679S.001773	IC001679S
NILE05228	EMIC00167BT.000447	IC00167BT
703883|80000039	EMIC00167BT.000460	IC00167BT
709718|80000061	EMIC00167BT.000473	IC00167BT
NILE04175	EMIC00167BT.000601	IC00167BT
NILE04175	EMIC00167BT.001216	IC00167BT
NILE04176	EMIC00167BT.000614	IC00167BT
NILE04176	EMIC00167BT.001222	IC00167BT
NILE04177	EMIC00167BT.000627	IC00167BT
NILE04177	EMIC00167BT.001228	IC00167BT
NILE04178	EMIC00167BT.000802	IC00167BT
2017370|80000055	EMIC00167BT.000815	IC00167BT
690791|80000032	EMIC00167BT.000828	IC00167BT
709716|80000040|80000046	EMIC00167BT.001003	IC00167BT
NILE05637	EMIC00162L9.000071	IC00162L9
NILE05638	EMIC00162L9.000084	IC00162L9
NILE05639	EMIC00162L9.000097	IC00162L9
80000075	EMIC00162L9.000178	IC00162L9
NILE04312	EMIC00162L9.000191	IC00162L9
NILE04313	EMIC00162L9.000225	IC00162L9
NILE05641	EMIC00162L9.000238	IC00162L9
NILE04314	EMIC00162L9.000251	IC00162L9
693468|80000043	EMIC00162L9.000332	IC00162L9
NILE04327	EMIC00162L9.000345	IC00162L9
NILE04315	EMIC00162L9.000358	IC00162L9
693468|80000043	EMIC00162L9.000392	IC00162L9
80000011	EMIC00162L9.000405	IC00162L9
NILE04315	EMIC00162L9.000418	IC00162L9
80000014	EMIC00162L9.000452	IC00162L9
NILE05642	EMIC00162L9.000465	IC00162L9
NILE04316	EMIC00162L9.000478	IC00162L9
80000013	EMIC00162L9.000525	IC00162L9
NILE05643	EMIC00162L9.000538	IC00162L9
NILE04317	EMIC00162L9.000551	IC00162L9
NILE05660	EMIC00162L9.002354	IC00162L9
