kb_id	mention_id	root_uid
80000001	EMIC0015SDV.001778	IC0015SDV
80000115	EMIC0015SDV.001726	IC0015SDV
80000115	EMIC0015SDV.001739	IC0015SDV
NILE04824	EMIC0015SDV.002080	IC0015SDV
NILE04824	EMIC0015SDV.002093	IC0015SDV
690791|80000032	EMIC0015SDV.002106	IC0015SDV
NILE04824	EMIC0015SDV.002140	IC0015SDV
NILE04824	EMIC0015SDV.002153	IC0015SDV
690791|80000032	EMIC0015SDV.002166	IC0015SDV
NILE06799	EMIC0015SDV.002200	IC0015SDV
690791|80000032	EMIC0015SDV.002213	IC0015SDV
NILE06800	EMIC0015SDV.002247	IC0015SDV
690791|80000032	EMIC0015SDV.002260	IC0015SDV
NILE06801	EMIC0015SDV.002294	IC0015SDV
NILE06802	EMIC0015SDV.002307	IC0015SDV
690791|80000032	EMIC0015SDV.002320	IC0015SDV
NILE06803	EMIC0015SDV.002354	IC0015SDV
NILE06804	EMIC0015SDV.002367	IC0015SDV
690791|80000032	EMIC0015SDV.002380	IC0015SDV
80000120	EMIC0016368.000118	IC0016368
NILE04825	EMIC0016368.000131	IC0016368
80000120	EMIC0016368.000165	IC0016368
NILE04825	EMIC0016368.000178	IC0016368
NILE06805	EMIC0016368.000191	IC0016368
NILE06806	EMIC0016368.000238	IC0016368
80000120	EMIC0016368.000366	IC0016368
NILE04826	EMIC0016368.000400	IC0016368
NILE06809	EMIC0016368.000413	IC0016368
80000120	EMIC0016368.000447	IC0016368
80000120	EMIC0016368.000460	IC0016368
NILE06810	EMIC0016368.000494	IC0016368
NILE04826	EMIC0016368.000507	IC0016368
80000120	EMIC0016368.000575	IC0016368
80000120	EMIC0016368.000609	IC0016368
NILE06811	EMIC0016368.000656	IC0016368
NILE06812	EMIC0016368.000669	IC0016368
NILE04827	EMIC0016368.000682	IC0016368
80000098	EMIC0016368.000797	IC0016368
NILE04829	EMIC0016368.000810	IC0016368
NILE04828	EMIC0016368.000844	IC0016368
NILE06813	EMIC0016368.000878	IC0016368
80000098	EMIC0016368.000912	IC0016368
NILE06814	EMIC0016368.000925	IC0016368
80000098	EMIC0016368.000959	IC0016368
NILE04827	EMIC0016368.000972	IC0016368
80000098	EMIC0016368.001006	IC0016368
80000123	EMIC0016368.001040	IC0016368
NILE04830	EMIC0016368.001053	IC0016368
80000123	EMIC0016368.001087	IC0016368
NILE04830	EMIC0016368.001100	IC0016368
NILE06815	EMIC0016368.001275	IC0016368
80000115	EMIC0016368.001437	IC0016368
NILE06817	EMIC0016368.001450	IC0016368
80000123	EMIC0016368.001531	IC0016368
80000115	EMIC0016368.001544	IC0016368
80000111	EMIC0016368.001578	IC0016368
80000116	EMIC0016368.001591	IC0016368
80000112	EMIC0016368.001604	IC0016368
80000122	EMIC0016368.001617	IC0016368
80000114	EMIC0016368.001630	IC0016368
NILE06818	EMIC0016368.001664	IC0016368
80000063	EMIC0016368.001677	IC0016368
690791|80000032	EMIC0016368.001972	IC0016368
80000111	EMIC0016368.001758	IC0016368
690791|80000032	EMIC0016368.001771	IC0016368
80000111	EMIC0016368.001852	IC0016368
80000001	EMIC0016368.001865	IC0016368
80000111	EMIC0016368.001899	IC0016368
NILE06820	EMIC0016368.001912	IC0016368
NILE06821	EMIC0016368.001946	IC0016368
690791|80000032	EMIC0016368.001959	IC0016368
NILE06823	EMIC0016368.002053	IC0016368
80000120	EMIC0016368.002087	IC0016368
NILE04833	EMIC0016368.002121	IC0016368
NILE04829	EMIC0016368.002134	IC0016368
80000117	EMIC0016445.000024	IC0016445
80000117	EMIC0016445.002958	IC0016445
80000117	EMIC0016445.002964	IC0016445
80000117	EMIC0016445.002970	IC0016445
80000124	EMIC0016445.000037	IC0016445
703448|80000027	EMIC0016445.000063	IC0016445
80000117	EMIC0016445.000097	IC0016445
80000124	EMIC0016445.000110	IC0016445
703448|80000027	EMIC0016445.000136	IC0016445
80000113	EMIC0016445.000499	IC0016445
80000002	EMIC0016445.000512	IC0016445
NILE04834	EMIC0016445.000525	IC0016445
80000113	EMIC0016445.000559	IC0016445
80000002	EMIC0016445.000572	IC0016445
NILE04834	EMIC0016445.000585	IC0016445
80000115	EMIC0016445.000948	IC0016445
690791|80000032	EMIC0016445.001222	IC0016445
80000115	EMIC0016445.000995	IC0016445
690791|80000032	EMIC0016445.001209	IC0016445
80000111	EMIC0016445.001170	IC0016445
80000111	EMIC0016445.001183	IC0016445
690791|80000032	EMIC0016445.001196	IC0016445
80000111	EMIC0016445.001256	IC0016445
80000111	EMIC0016445.001269	IC0016445
690791|80000032	EMIC0016445.001282	IC0016445
80000111	EMIC0016445.001423	IC0016445
80000123	EMIC0016445.001457	IC0016445
80000123	EMIC0016445.001470	IC0016445
690791|80000032	EMIC0016445.001483	IC0016445
80000123	EMIC0016445.001517	IC0016445
80000123	EMIC0016445.001530	IC0016445
690791|80000032	EMIC0016445.001543	IC0016445
80000123	EMIC0016445.001671	IC0016445
80000068	EMIC0016445.002269	IC0016445
NILE06826	EMIC0016445.002282	IC0016445
690791|80000032	EMIC0016445.002295	IC0016445
NILE06827	EMIC0016445.002308	IC0016445
NILE04835	EMIC0016445.002389	IC0016445
690791|80000032	EMIC0016445.002402	IC0016445
NILE04835	EMIC0016445.002436	IC0016445
690791|80000032	EMIC0016445.002449	IC0016445
80000068	EMIC0016445.002765	IC0016445
NILE04836	EMIC0016445.002778	IC0016445
NILE04837	EMIC0016445.002791	IC0016445
80000068	EMIC0016445.002825	IC0016445
NILE04836	EMIC0016445.002838	IC0016445
NILE04837	EMIC0016445.002851	IC0016445
NILE06830	EMIC001630M.000045	IC001630M
690791|80000032	EMIC001630M.000058	IC001630M
80000116	EMIC001630M.000092	IC001630M
80000116	EMIC001630M.000105	IC001630M
690791|80000032	EMIC001630M.001087	IC001630M
80000123	EMIC001630M.000186	IC001630M
80000123	EMIC001630M.000199	IC001630M
690791|80000032	EMIC001630M.001147	IC001630M
80000122	EMIC001630M.000280	IC001630M
80000122	EMIC001630M.000293	IC001630M
690791|80000032	EMIC001630M.001220	IC001630M
80000114	EMIC001630M.000374	IC001630M
NILE06832	EMIC001630M.000387	IC001630M
80000115	EMIC001630M.000468	IC001630M
690791|80000032	EMIC001630M.001421	IC001630M
80000115	EMIC001630M.000609	IC001630M
690791|80000032	EMIC001630M.001481	IC001630M
80000111	EMIC001630M.000643	IC001630M
80000001	EMIC001630M.000656	IC001630M
80000120	EMIC001630M.000784	IC001630M
NILE06834	EMIC001630M.000797	IC001630M
80000063	EMIC001630M.000878	IC001630M
NILE06835	EMIC001630M.000891	IC001630M
80000124	EMIC001664M.000118	IC001664M
80000117	EMIC001664M.000131	IC001664M
703448|80000027	EMIC001664M.000157	IC001664M
80000124	EMIC001664M.000191	IC001664M
80000117	EMIC001664M.000204	IC001664M
703448|80000027	EMIC001664M.000230	IC001664M
80000121	EMIC001664M.000311	IC001664M
80000113	EMIC001664M.000358	IC001664M
80000117	EMIC00163VF.000118	IC00163VF
690791|80000032	EMIC00163VF.000131	IC00163VF
703448|80000027	EMIC00163VF.000144	IC00163VF
NILE06837	EMIC00163VF.000157	IC00163VF
NILE06839	EMIC00163VF.000468	IC00163VF
80000117	EMIC00163VF.000481	IC00163VF
690791|80000032	EMIC00163VF.000494	IC00163VF
80000117	EMIC00163VF.000562	IC00163VF
NILE06840	EMIC00163VF.000575	IC00163VF
80000117	EMIC00163VF.000622	IC00163VF
NILE06841	EMIC00163VF.000669	IC00163VF
80000117	EMIC00163VF.000682	IC00163VF
NILE06842	EMIC00163VF.000695	IC00163VF
80000117	EMIC00163VF.000904	IC00163VF
NILE06844	EMIC00163VF.000998	IC00163VF
80000068	EMIC00163VF.001011	IC00163VF
80000066	EMIC00163VF.001139	IC00163VF
690791|80000032	EMIC00163VF.001165	IC00163VF
30003842|80000143	EMIC00163VF.001199	IC00163VF
2017370|80000055	EMIC00163VF.001212	IC00163VF
NILE04815	EMIC00163VF.001293	IC00163VF
NILE06846	EMIC00163VF.001387	IC00163VF
NILE06847	EMIC00163VF.001434	IC00163VF
80000121	EMIC00163VF.001481	IC00163VF
80000113	EMIC00163VF.001528	IC00163VF
80000109	EMIC00163VF.001562	IC00163VF
NILE04827	EMIC00163VF.001575	IC00163VF
80000110	EMIC00163VF.001609	IC00163VF
80000117	EMIC00163VF.001805	IC00163VF
NILE04910	EMIC00163VF.001818	IC00163VF
80000117	EMIC00163VF.001852	IC00163VF
690791|80000032	EMIC00163VF.001865	IC00163VF
80000123	EMIC00164QG.000118	IC00164QG
80000123	EMIC00164QG.000131	IC00164QG
NILE04838	EMIC00164QG.000831	IC00164QG
80000123	EMIC00164QG.000165	IC00164QG
NILE04838	EMIC00164QG.000844	IC00164QG
80000115	EMIC00164QG.000340	IC00164QG
NILE04838	EMIC00164QG.000857	IC00164QG
80000111	EMIC00164QG.000685	IC00164QG
80000116	EMIC00164QG.000698	IC00164QG
80000112	EMIC00164QG.000711	IC00164QG
80000122	EMIC00164QG.000724	IC00164QG
80000114	EMIC00164QG.000737	IC00164QG
80000063	EMIC00164QG.000805	IC00164QG
NILE06848	EMIC00164QG.000818	IC00164QG
80000002	EMIC0016351.000045	IC0016351
80000113	EMIC0016351.000058	IC0016351
80000002	EMIC0016351.000071	IC0016351
80000113	EMIC0016351.000084	IC0016351
NILE06849	EMIC0016351.000165	IC0016351
NILE06850	EMIC0016351.000178	IC0016351
NILE06851	EMIC0016351.000212	IC0016351
80000117	EMIC0016351.000225	IC0016351
80000111	EMIC0016351.000259	IC0016351
80000111	EMIC0016351.000272	IC0016351
703448|80000027	EMIC0016351.000285	IC0016351
NILE06852	EMIC0016351.000319	IC0016351
80000111	EMIC0016351.000332	IC0016351
NILE06853	EMIC0016351.000366	IC0016351
80000123	EMIC0016351.000379	IC0016351
80000123	EMIC0016351.000392	IC0016351
687700	EMIC0016351.000426	IC0016351
80000115	EMIC0016351.000439	IC0016351
80000115	EMIC0016351.000452	IC0016351
NILE04839	EMIC00164D6.000071	IC00164D6
703448|80000027	EMIC00164D6.000084	IC00164D6
NILE04839	EMIC00164D6.000118	IC00164D6
703448|80000027	EMIC00164D6.000144	IC00164D6
80000117	EMIC00164D6.000319	IC00164D6
703448|80000027	EMIC00164D6.000332	IC00164D6
80000117	EMIC00164D6.000366	IC00164D6
703448|80000027	EMIC00164D6.000379	IC00164D6
80000121	EMIC00164D6.000507	IC00164D6
690791|80000032	EMIC00164D6.000520	IC00164D6
80000121	EMIC00164D6.000575	IC00164D6
690791|80000032	EMIC00164D6.000588	IC00164D6
NILE06856	EMIC00164D6.000716	IC00164D6
NILE06857	EMIC00164D6.000729	IC00164D6
690791|80000032	EMIC00164D6.000742	IC00164D6
NILE04842	EMIC00164D6.001938	IC00164D6
690791|80000032	EMIC00164D6.001951	IC00164D6
80000111	EMIC00164GC.000024	IC00164GC
80000111	EMIC00164GC.000037	IC00164GC
80000001	EMIC00164GC.000050	IC00164GC
80000111	EMIC00164GC.000084	IC00164GC
80000111	EMIC00164GC.000097	IC00164GC
80000001	EMIC00164GC.000110	IC00164GC
80000111	EMIC00164GC.000379	IC00164GC
NILE04847	EMIC00164GC.000392	IC00164GC
80000111	EMIC00164GC.000473	IC00164GC
80000111	EMIC00164GC.000486	IC00164GC
80000111	EMIC00164GC.000520	IC00164GC
80000111	EMIC00164GC.000533	IC00164GC
80000111	EMIC00164GC.000567	IC00164GC
80000294	EMIC00164GC.000580	IC00164GC
80000295	EMIC00164GC.000593	IC00164GC
NILE06865	EMIC00164GC.000627	IC00164GC
80000111	EMIC00164Q9.000024	IC00164Q9
80000111	EMIC00164Q9.000037	IC00164Q9
80000001	EMIC00164Q9.000050	IC00164Q9
80000111	EMIC00164Q9.000084	IC00164Q9
80000111	EMIC00164Q9.000097	IC00164Q9
NILE04847	EMIC00164Q9.000319	IC00164Q9
80000111	EMIC00164Q9.000332	IC00164Q9
NILE06866	EMIC0015MXG.000024	IC0015MXG
80000124	EMIC0015MXG.000037	IC0015MXG
80000117	EMIC0015MXG.000050	IC0015MXG
703448|80000027	EMIC0015MXG.000084	IC0015MXG
80000124	EMIC0015MXG.000097	IC0015MXG
80000117	EMIC0015MXG.000110	IC0015MXG
80000113	EMIC0015MXG.000144	IC0015MXG
NILE06867	EMIC0015MXG.000157	IC0015MXG
80000117	EMIC0015MXG.000494	IC0015MXG
NILE04850	EMIC0015MXG.000716	IC0015MXG
NILE04850	EMIC0015MXG.000729	IC0015MXG
80000111	EMIC0015MXG.000810	IC0015MXG
80000111	EMIC0015MXG.000823	IC0015MXG
NILE06870	EMIC0015MXG.000857	IC0015MXG
80000113	EMIC0015MVH.000024	IC0015MVH
80000002	EMIC0015MVH.000050	IC0015MVH
80000113	EMIC0015MVH.000225	IC0015MVH
80000002	EMIC0015MVH.000251	IC0015MVH
NILE06873	EMIC0015MVH.000379	IC0015MVH
NILE04851	EMIC0015MVH.000392	IC0015MVH
690791|80000032	EMIC0015MVH.000405	IC0015MVH
80000113	EMIC0015MVH.000990	IC0015MVH
690791|80000032	EMIC0015MVH.001003	IC0015MVH
NILE04852	EMIC0015MVH.001204	IC0015MVH
NILE04852	EMIC0015MVH.001217	IC0015MVH
690791|80000032	EMIC0015MVH.001230	IC0015MVH
80000113	EMIC0015MVH.001585	IC0015MVH
80000002	EMIC0015MVH.001598	IC0015MVH
NILE04853	EMIC0015MVH.001739	IC0015MVH
690791|80000032	EMIC0015MVH.001752	IC0015MVH
NILE04853	EMIC0015MVH.001786	IC0015MVH
690791|80000032	EMIC0015MVH.001799	IC0015MVH
80000063	EMIC0015MVH.001927	IC0015MVH
NILE06875	EMIC0015MVH.001940	IC0015MVH
690791|80000032	EMIC0015MVH.001953	IC0015MVH
NILE06876	EMIC0015MVH.002055	IC0015MVH
690791|80000032	EMIC0015MVH.002068	IC0015MVH
80000116	EMIC0015MVH.002162	IC0015MVH
80000116	EMIC0015MVH.002209	IC0015MVH
80000123	EMIC0015MVH.002457	IC0015MVH
80000123	EMIC0015MVH.002470	IC0015MVH
80000123	EMIC0015MVH.002603	IC0015MVH
80000123	EMIC0015MVH.002616	IC0015MVH
80000122	EMIC0015MVH.002783	IC0015MVH
80000122	EMIC0015MVH.002796	IC0015MVH
80000122	EMIC0015MVH.002890	IC0015MVH
80000122	EMIC0015MVH.002903	IC0015MVH
80000114	EMIC0015MVH.003057	IC0015MVH
NILE06878	EMIC0015MVH.003070	IC0015MVH
80000114	EMIC0015MVH.003172	IC0015MVH
80000114	EMIC0015MVH.003185	IC0015MVH
NILE06879	EMIC0015MVH.003198	IC0015MVH
80000114	EMIC0015MVH.003232	IC0015MVH
80000114	EMIC0015MVH.003245	IC0015MVH
NILE06880	EMIC0015MVH.003258	IC0015MVH
NILE04851	EMIC0015MVH.003339	IC0015MVH
690791|80000032	EMIC0015MVH.003352	IC0015MVH
80000111	EMIC0015MVH.003386	IC0015MVH
80000111	EMIC0015MVH.003399	IC0015MVH
80000001	EMIC0015MVH.003412	IC0015MVH
80000111	EMIC0015MVH.003446	IC0015MVH
80000111	EMIC0015MVH.003459	IC0015MVH
80000001	EMIC0015MVH.003472	IC0015MVH
80000120	EMIC0015MVH.003566	IC0015MVH
NILE04854	EMIC0015MVH.003579	IC0015MVH
NILE04854	EMIC0015MVH.003613	IC0015MVH
80000120	EMIC0015MVH.003639	IC0015MVH
NILE04855	EMIC0015XM9.000045	IC0015XM9
703448|80000027	EMIC0015XM9.000058	IC0015XM9
80000117	EMIC0015XM9.000071	IC0015XM9
80000373	EMIC0015XM9.000084	IC0015XM9
80000117	EMIC0015XM9.000165	IC0015XM9
80000373	EMIC0015XM9.000178	IC0015XM9
80000121	EMIC0015XM9.000212	IC0015XM9
80000121	EMIC0015XM9.000246	IC0015XM9
80000117	EMIC0015XM9.000609	IC0015XM9
80000373	EMIC0015XM9.000622	IC0015XM9
80000117	EMIC0015XM9.000656	IC0015XM9
80000373	EMIC0015XM9.000669	IC0015XM9
NILE06883	EMIC0015XM9.000703	IC0015XM9
NILE04815	EMIC0015XM9.000737	IC0015XM9
80000124	EMIC0015XM9.000784	IC0015XM9
80000117	EMIC0015XM9.000797	IC0015XM9
NILE06884	EMIC0015XM9.000831	IC0015XM9
80000117	EMIC0015XM9.000865	IC0015XM9
NILE06885	EMIC0015XM9.000878	IC0015XM9
30004989|80000118	EMIC0015XM9.000912	IC0015XM9
NILE06886	EMIC0015XM9.000925	IC0015XM9
80000113	EMIC0015XM9.000959	IC0015XM9
80000002	EMIC0015XM9.000972	IC0015XM9
30003842|80000143	EMIC0015XM9.001100	IC0015XM9
NILE06888	EMIC0015XM9.001113	IC0015XM9
30003842|80000143	EMIC0015XM9.001147	IC0015XM9
80000117	EMIC0015XM9.001181	IC0015XM9
690791|80000032	EMIC0015XM9.001194	IC0015XM9
NILE06889	EMIC0015XM9.001296	IC0015XM9
80000117	EMIC0015XM9.001377	IC0015XM9
80000373	EMIC0015XM9.001390	IC0015XM9
NILE04857	EMIC0015XM9.001424	IC0015XM9
80000124	EMIC0015XM9.001437	IC0015XM9
NILE06890	EMIC0015XM9.001450	IC0015XM9
80000121	EMIC0015XM9.001484	IC0015XM9
80000124	EMIC0015XM9.001497	IC0015XM9
80000121	EMIC0015XM9.001531	IC0015XM9
NILE04858	EMIC0015XM9.001544	IC0015XM9
80000121	EMIC0015XM9.001578	IC0015XM9
NILE04858	EMIC0015XM9.001591	IC0015XM9
80000062	EMIC0015XM9.001638	IC0015XM9
NILE04859	EMIC0015XM9.001745	IC0015XM9
80000062	EMIC0015XM9.001672	IC0015XM9
NILE04859	EMIC0015XM9.001732	IC0015XM9
NILE04859	EMIC0015XM9.001706	IC0015XM9
80000062	EMIC0015XM9.001719	IC0015XM9
80000115	EMIC0015YJY.000024	IC0015YJY
80000115	EMIC0015YJY.000037	IC0015YJY
80000115	EMIC0015YJY.001792	IC0015YJY
80000115	EMIC0015YJY.001798	IC0015YJY
80000115	EMIC0015YJY.001804	IC0015YJY
80000115	EMIC0015YJY.001831	IC0015YJY
80000115	EMIC0015YJY.000178	IC0015YJY
80000115	EMIC0015YJY.001884	IC0015YJY
80000115	EMIC0015YJY.001890	IC0015YJY
80000115	EMIC0015YJY.001896	IC0015YJY
80000115	EMIC0015YJY.001902	IC0015YJY
80000115	EMIC0015YJY.001908	IC0015YJY
80000115	EMIC0015YJY.001914	IC0015YJY
80000115	EMIC0015YJY.001920	IC0015YJY
80000115	EMIC0015YJY.001926	IC0015YJY
80000115	EMIC0015YJY.001932	IC0015YJY
80000115	EMIC0015YJY.001938	IC0015YJY
80000115	EMIC0015YJY.001944	IC0015YJY
80000115	EMIC0015YJY.001950	IC0015YJY
80000115	EMIC0015YJY.001956	IC0015YJY
80000115	EMIC0015YJY.001962	IC0015YJY
80000115	EMIC0015YJY.001968	IC0015YJY
NILE06744	EMIC0015YJY.000191	IC0015YJY
NILE04897	EMIC0015YJY.000272	IC0015YJY
80000115	EMIC0015YJY.000285	IC0015YJY
NILE06745	EMIC0015YJY.000332	IC0015YJY
80000113	EMIC0015YKZ.000024	IC0015YKZ
80000113	EMIC0015YKZ.001811	IC0015YKZ
80000113	EMIC0015YKZ.001817	IC0015YKZ
80000113	EMIC0015YKZ.001823	IC0015YKZ
80000113	EMIC0015YKZ.002179	IC0015YKZ
703448|80000027	EMIC0015YKZ.000037	IC0015YKZ
703448|80000027	EMIC0015YKZ.002219	IC0015YKZ
80000113	EMIC0015YKZ.000225	IC0015YKZ
80000113	EMIC0015YKZ.002014	IC0015YKZ
80000113	EMIC0015YKZ.002020	IC0015YKZ
80000113	EMIC0015YKZ.002026	IC0015YKZ
80000113	EMIC0015YKZ.002032	IC0015YKZ
703448|80000027	EMIC0015YKZ.000238	IC0015YKZ
NILE06746	EMIC0015YKZ.000379	IC0015YKZ
80000113	EMIC0015YKZ.000413	IC0015YKZ
80000113	EMIC001L3VC.000118	IC001L3VC
NILE06973	EMIC001L3VC.000131	IC001L3VC
80000115	EMIC001L3VC.000178	IC001L3VC
NILE06974	EMIC001L3VC.000204	IC001L3VC
80000123	EMIC001L3VC.000238	IC001L3VC
80000123	EMIC001L3VC.000251	IC001L3VC
703446|80000028	EMIC001L3VC.000264	IC001L3VC
80000111	EMIC001L3VC.000298	IC001L3VC
80000111	EMIC001L3VC.000324	IC001L3VC
703448|80000027	EMIC001L3VC.000337	IC001L3VC
80000111	EMIC001L341.000118	IC001L341
80000001	EMIC001L341.000131	IC001L341
80000111	EMIC001L341.001995	IC001L341
80000111	EMIC001L341.000165	IC001L341
80000001	EMIC001L341.000178	IC001L341
80000111	EMIC001L341.002034	IC001L341
80000115	EMIC001L341.000306	IC001L341
NILE04881	EMIC001L341.000319	IC001L341
NILE04882	EMIC001L341.000512	IC001L341
80000115	EMIC001L341.000353	IC001L341
NILE04881	EMIC001L341.000366	IC001L341
NILE04882	EMIC001L341.000499	IC001L341
80000115	EMIC001L341.000400	IC001L341
687700	EMIC001L341.000426	IC001L341
NILE06976	EMIC001L341.000460	IC001L341
NILE06977	EMIC001L341.000473	IC001L341
687700	EMIC001L341.000486	IC001L341
80000113	EMIC001L341.000734	IC001L341
80000002	EMIC001L341.000747	IC001L341
NILE04883	EMIC001L341.001089	IC001L341
80000113	EMIC001L341.000781	IC001L341
80000002	EMIC001L341.000794	IC001L341
NILE04883	EMIC001L341.001076	IC001L341
80000113	EMIC001L341.000828	IC001L341
80000156	EMIC001L341.000841	IC001L341
703448|80000027	EMIC001L341.000854	IC001L341
80000117	EMIC001L341.001149	IC001L341
80000117	EMIC001L341.001371	IC001L341
80000373	EMIC001L341.001384	IC001L341
NILE06983	EMIC001L341.001606	IC001L341
NILE04916	EMIC001L341.001619	IC001L341
80000373	EMIC001L341.001632	IC001L341
80000110	EMIC001L341.001828	IC001L341
80000109	EMIC001L341.001875	IC001L341
80000111	EMIC0015Z1K.000024	IC0015Z1K
80000001	EMIC0015Z1K.000050	IC0015Z1K
80000111	EMIC0015Z1K.000363	IC0015Z1K
NILE06986	EMIC0015Z1K.000084	IC0015Z1K
80000111	EMIC0015Z1K.000097	IC0015Z1K
80000001	EMIC0015Z1K.000123	IC0015Z1K
80000111	EMIC0015Z1K.000157	IC0015Z1K
NILE06987	EMIC0015Z1K.000170	IC0015Z1K
NILE06988	EMIC0015Z1K.000311	IC0015Z1K
80000001	EMIC0015Z1K.000337	IC0015Z1K
80000080	EMIC0015P4P.000024	IC0015P4P
80000117	EMIC0015P4P.000037	IC0015P4P
80000117	EMIC0015P4P.000165	IC0015P4P
80000117	EMIC0015P4P.000374	IC0015P4P
80000080	EMIC0015P4P.000178	IC0015P4P
NILE04889	EMIC0015Y3D.000024	IC0015Y3D
687700	EMIC0015Y3D.000037	IC0015Y3D
80000115	EMIC0015Y3D.000071	IC0015Y3D
NILE06989	EMIC0015Y3D.000097	IC0015Y3D
NILE06990	EMIC0015Y3D.000131	IC0015Y3D
687700	EMIC0015Y3D.000144	IC0015Y3D
NILE04889	EMIC0015Y3D.000199	IC0015Y3D
687700	EMIC0015Y3D.000212	IC0015Y3D
30005007|80000163	EMIC0015Y3D.000246	IC0015Y3D
703448|80000027	EMIC0015Y3D.000259	IC0015Y3D
80000117	EMIC0015Y47.000024	IC0015Y47
80000373	EMIC0015Y47.000050	IC0015Y47
NILE04890	EMIC0015Y47.000063	IC0015Y47
80000066	EMIC0015Y47.000144	IC0015Y47
80000117	EMIC0015Y47.000157	IC0015Y47
703448|80000027	EMIC0015Y47.000183	IC0015Y47
80000117	EMIC0015YAT.000084	IC0015YAT
703448|80000027	EMIC0015YAT.000097	IC0015YAT
80000117	EMIC0015YAT.000285	IC0015YAT
2017370|80000055	EMIC0015YAT.000298	IC0015YAT
NILE06991	EMIC0015YAT.000473	IC0015YAT
2017370|80000055	EMIC0015YAT.000520	IC0015YAT
80000113	EMIC0015YAT.000995	IC0015YAT
690791|80000032	EMIC0015YAT.000922	IC0015YAT
NILE04891	EMIC0015YAT.000935	IC0015YAT
80000098	EMIC00160YF.000024	IC00160YF
80000117	EMIC00160YF.000037	IC00160YF
703448|80000027	EMIC00160YF.000050	IC00160YF
80000109|80000110	EMIC00160YF.000170	IC00160YF
80000117	EMIC00160YF.000183	IC00160YF
NILE06998	EMIC00160YF.000196	IC00160YF
80000373	EMIC00160YF.000209	IC00160YF
703448|80000027	EMIC00160YF.000222	IC00160YF
80000117	EMIC0015OPQ.000045	IC0015OPQ
80000117	EMIC0015OPQ.000828	IC0015OPQ
80000117	EMIC0015OPQ.000834	IC0015OPQ
703448|80000027	EMIC0015OPQ.000058	IC0015OPQ
NILE07000	EMIC0015OPQ.000071	IC0015OPQ
NILE07002	EMIC0015OPQ.000815	IC0015OPQ
80000113	EMIC0015OPQ.000105	IC0015OPQ
80000115	EMIC0015OPQ.000233	IC0015OPQ
80000115	EMIC0015OPQ.000246	IC0015OPQ
80000115	EMIC0015OPQ.000280	IC0015OPQ
80000115	EMIC0015OPQ.000293	IC0015OPQ
80000085	EMIC0015OPQ.000421	IC0015OPQ
NILE04895	EMIC0015OPQ.000434	IC0015OPQ
80000122	EMIC0015OPQ.000515	IC0015OPQ
