root_uid	eventmention_id	slot_type	argmention_id	attribute
IC0015SDV	VMIC0015SDV.000466	evt090arg01killer	EMIC0015SDV.001275	none
IC0015SDV	VMIC0015SDV.000466	evt090arg02victim	EMIC0015SDV.001288	none
IC0015SDV	VMIC0015SDV.000550	evt090arg01killer	EMIC0015SDV.000922	none
IC0015SDV	VMIC0015SDV.000550	evt090arg02victim	EMIC0015SDV.001468	none
IC0015SDV	VMIC0015SDV.000707	evt079arg02detainee	EMIC0015SDV.001596	none
IC0015SDV	VMIC0015SDV.000707	evt079arg03crime	EMIC0015SDV.001609	none
IC0015SDV	VMIC0015SDV.000707	evt079arg04place	EMIC0015SDV.001622	none
IC0015SDV	VMIC0015SDV.000791	evt004arg01attacker	EMIC0015SDV.001661	none
IC0015SDV	VMIC0015SDV.000791	evt004arg02target	EMIC0015SDV.001674	none
IC0015SDV	VMIC0015SDV.000791	evt004arg04place	EMIC0015SDV.001687	none
IC0015SDV	VMIC0015SDV.000833	evt004arg01attacker	EMIC0015SDV.001039	none
IC0015SDV	VMIC0015SDV.000833	evt004arg02target	EMIC0015SDV.001052	none
IC0015SDV	VMIC0015SDV.001065	evt004arg01attacker	EMIC0015SDV.001843	hedged
IC0015SDV	VMIC0015SDV.001065	evt004arg02target	EMIC0015SDV.001895	none
IC0015SDV	VMIC0015SDV.001086	evt004arg01attacker	EMIC0015SDV.001301	none
IC0015SDV	VMIC0015SDV.001086	evt004arg02target	EMIC0015SDV.001314	none
IC0015SDV	VMIC0015SDV.001149	evt004arg01attacker	EMIC0015SDV.001830	hedged
IC0015SDV	VMIC0015SDV.001149	evt004arg02target	EMIC0015SDV.001882	none
IC0015SDV	VMIC0015SDV.001170	evt004arg02target	EMIC0015SDV.001817	none
IC0015SDV	VMIC0015SDV.001170	evt004arg01attacker	EMIC0015SDV.001856	hedged
IC0015SDV	VMIC0015SDV.001170	evt004arg04place	EMIC0015SDV.001869	none
IC0015SDV	VMIC0015SDV.001191	evt004arg01attacker	EMIC0015SDV.001327	none
IC0015SDV	VMIC0015SDV.001191	evt004arg02target	EMIC0015SDV.001340	none
IC0015SDV	VMIC0015SDV.001191	evt004arg04place	EMIC0015SDV.001353	none
IC0015SDV	VMIC0015SDV.001507	evt090arg01killer	EMIC0015SDV.001791	hedged
IC0015SDV	VMIC0015SDV.001507	evt090arg02victim	EMIC0015SDV.001804	none
IC0015SDV	VMIC0015SDV.001528	evt090arg01killer	EMIC0015SDV.001752	hedged
IC0015SDV	VMIC0015SDV.001528	evt090arg02victim	EMIC0015SDV.001765	none
IC0015SDV	VMIC0015SDV.001528	evt090arg04place	EMIC0015SDV.001778	none
IC0015SDV	VMIC0015SDV.001549	evt090arg02victim	EMIC0015SDV.001726	none
IC0015SDV	VMIC0015SDV.001549	evt090arg01killer	EMIC0015SDV.001739	hedged
IC0015SDV	VMIC0015SDV.002059	evt090arg01killer	EMIC0015SDV.002080	hedged
IC0015SDV	VMIC0015SDV.002059	evt090arg02victim	EMIC0015SDV.002093	none
IC0015SDV	VMIC0015SDV.002059	evt090arg04place	EMIC0015SDV.002106	none
IC0015SDV	VMIC0015SDV.002119	evt004arg01attacker	EMIC0015SDV.002140	hedged
IC0015SDV	VMIC0015SDV.002119	evt004arg02target	EMIC0015SDV.002153	none
IC0015SDV	VMIC0015SDV.002119	evt004arg04place	EMIC0015SDV.002166	none
IC0015SDV	VMIC0015SDV.002179	evt004arg02target	EMIC0015SDV.002200	none
IC0015SDV	VMIC0015SDV.002179	evt004arg04place	EMIC0015SDV.002213	none
IC0015SDV	VMIC0015SDV.002226	evt090arg02victim	EMIC0015SDV.002247	none
IC0015SDV	VMIC0015SDV.002226	evt090arg04place	EMIC0015SDV.002260	none
IC0015SDV	VMIC0015SDV.002273	evt004arg01attacker	EMIC0015SDV.002294	not
IC0015SDV	VMIC0015SDV.002273	evt004arg02target	EMIC0015SDV.002307	none
IC0015SDV	VMIC0015SDV.002273	evt004arg04place	EMIC0015SDV.002320	none
IC0015SDV	VMIC0015SDV.002333	evt090arg01killer	EMIC0015SDV.002354	not
IC0015SDV	VMIC0015SDV.002333	evt090arg02victim	EMIC0015SDV.002367	none
IC0015SDV	VMIC0015SDV.002333	evt090arg04place	EMIC0015SDV.002380	none
IC0016368	VMIC0016368.000097	evt090arg02victim	EMIC0016368.000118	none
IC0016368	VMIC0016368.000097	evt090arg04place	EMIC0016368.000131	none
IC0016368	VMIC0016368.000144	evt116arg01passenger	EMIC0016368.000165	none
IC0016368	VMIC0016368.000144	evt116arg02origin	EMIC0016368.000178	none
IC0016368	VMIC0016368.000144	evt116arg03destination	EMIC0016368.000191	none
IC0016368	VMIC0016368.000217	evt090arg02victim	EMIC0016368.000238	none
IC0016368	VMIC0016368.000345	evt090arg02victim	EMIC0016368.000366	none
IC0016368	VMIC0016368.000379	evt033arg01participant	EMIC0016368.000400	none
IC0016368	VMIC0016368.000379	evt033arg02participant	EMIC0016368.000413	none
IC0016368	VMIC0016368.000426	evt090arg02victim	EMIC0016368.000447	none
IC0016368	VMIC0016368.000426	evt090arg01killer	EMIC0016368.000460	none
IC0016368	VMIC0016368.000473	evt022arg01participant	EMIC0016368.000494	none
IC0016368	VMIC0016368.000473	evt022arg02participant	EMIC0016368.000507	none
IC0016368	VMIC0016368.000554	evt004arg02target	EMIC0016368.000575	none
IC0016368	VMIC0016368.000588	evt116arg01passenger	EMIC0016368.000609	none
IC0016368	VMIC0016368.000622	evt079arg02detainee	EMIC0016368.000656	none
IC0016368	VMIC0016368.000622	evt079arg01jailer	EMIC0016368.000669	none
IC0016368	VMIC0016368.000622	evt079arg03crime	EMIC0016368.000682	none
IC0016368	VMIC0016368.000776	evt037arg01communicator	EMIC0016368.000797	none
IC0016368	VMIC0016368.000776	evt037arg02recipient	EMIC0016368.000810	none
IC0016368	VMIC0016368.000823	evt089arg01victim	EMIC0016368.000844	none
IC0016368	VMIC0016368.000857	evt089arg01victim	EMIC0016368.000878	none
IC0016368	VMIC0016368.000891	evt037arg01communicator	EMIC0016368.000912	none
IC0016368	VMIC0016368.000891	evt037arg02recipient	EMIC0016368.000925	none
IC0016368	VMIC0016368.000938	evt084arg01investigator	EMIC0016368.000959	none
IC0016368	VMIC0016368.000938	evt084arg03crime	EMIC0016368.000972	none
IC0016368	VMIC0016368.000985	evt084arg01investigator	EMIC0016368.001006	none
IC0016368	VMIC0016368.001019	evt008arg02target	EMIC0016368.001040	none
IC0016368	VMIC0016368.001019	evt008arg04place	EMIC0016368.001053	none
IC0016368	VMIC0016368.001066	evt090arg02victim	EMIC0016368.001087	none
IC0016368	VMIC0016368.001066	evt090arg04place	EMIC0016368.001100	none
IC0016368	VMIC0016368.001254	evt090arg02victim	EMIC0016368.001275	none
IC0016368	VMIC0016368.001416	evt008arg02target	EMIC0016368.001437	none
IC0016368	VMIC0016368.001416	evt008arg04place	EMIC0016368.001450	none
IC0016368	VMIC0016368.001510	evt090arg02victim	EMIC0016368.001531	none
IC0016368	VMIC0016368.001510	evt090arg02victim	EMIC0016368.001544	none
IC0016368	VMIC0016368.001557	evt089arg01victim	EMIC0016368.001578	none
IC0016368	VMIC0016368.001557	evt089arg01victim	EMIC0016368.001591	none
IC0016368	VMIC0016368.001557	evt089arg01victim	EMIC0016368.001604	none
IC0016368	VMIC0016368.001557	evt089arg01victim	EMIC0016368.001617	none
IC0016368	VMIC0016368.001557	evt089arg01victim	EMIC0016368.001630	none
IC0016368	VMIC0016368.001643	evt084arg02defendant	EMIC0016368.001664	none
IC0016368	VMIC0016368.001643	evt084arg01investigator	EMIC0016368.001677	none
IC0016368	VMIC0016368.001643	evt084arg04place	EMIC0016368.001972	none
IC0016368	VMIC0016368.001737	evt143arg01giver	EMIC0016368.001758	none
IC0016368	VMIC0016368.001737	evt143arg05place	EMIC0016368.001771	none
IC0016368	VMIC0016368.001831	evt116arg01passenger	EMIC0016368.001852	none
IC0016368	VMIC0016368.001831	evt116arg02origin	EMIC0016368.001865	none
IC0016368	VMIC0016368.001878	evt143arg01giver	EMIC0016368.001899	none
IC0016368	VMIC0016368.001878	evt143arg04artifact	EMIC0016368.001912	none
IC0016368	VMIC0016368.001925	evt084arg02defendant	EMIC0016368.001946	none
IC0016368	VMIC0016368.001925	evt084arg04place	EMIC0016368.001959	none
IC0016368	VMIC0016368.002032	evt090arg02victim	EMIC0016368.002053	none
IC0016368	VMIC0016368.002066	evt090arg02victim	EMIC0016368.002087	none
IC0016368	VMIC0016368.002100	evt022arg01participant	EMIC0016368.002121	none
IC0016368	VMIC0016368.002100	evt022arg02participant	EMIC0016368.002134	none
IC0016445	VMIC0016445.000003	evt090arg02victim	EMIC0016445.000024	none
IC0016445	VMIC0016445.000003	evt090arg01killer	EMIC0016445.000037	none
IC0016445	VMIC0016445.000003	evt090arg04place	EMIC0016445.000063	none
IC0016445	VMIC0016445.000076	evt008arg02target	EMIC0016445.000097	none
IC0016445	VMIC0016445.000076	evt008arg01attacker	EMIC0016445.000110	none
IC0016445	VMIC0016445.000076	evt008arg04place	EMIC0016445.000136	none
IC0016445	VMIC0016445.000478	evt008arg02target	EMIC0016445.000499	none
IC0016445	VMIC0016445.000478	evt008arg04place	EMIC0016445.000512	none
IC0016445	VMIC0016445.000478	evt008arg03instrument	EMIC0016445.000525	none
IC0016445	VMIC0016445.000538	evt090arg02victim	EMIC0016445.000559	none
IC0016445	VMIC0016445.000538	evt090arg04place	EMIC0016445.000572	none
IC0016445	VMIC0016445.000538	evt090arg03instrument	EMIC0016445.000585	none
IC0016445	VMIC0016445.000927	evt008arg02target	EMIC0016445.000948	none
IC0016445	VMIC0016445.000927	evt008arg04place	EMIC0016445.001222	none
IC0016445	VMIC0016445.000974	evt090arg02victim	EMIC0016445.000995	none
IC0016445	VMIC0016445.000974	evt090arg04place	EMIC0016445.001209	none
IC0016445	VMIC0016445.001149	evt004arg01attacker	EMIC0016445.001170	none
IC0016445	VMIC0016445.001149	evt004arg02target	EMIC0016445.001183	none
IC0016445	VMIC0016445.001149	evt004arg04place	EMIC0016445.001196	none
IC0016445	VMIC0016445.001235	evt090arg01killer	EMIC0016445.001256	none
IC0016445	VMIC0016445.001235	evt090arg02victim	EMIC0016445.001269	none
IC0016445	VMIC0016445.001235	evt090arg04place	EMIC0016445.001282	none
IC0016445	VMIC0016445.001389	evt052arg02recipient	EMIC0016445.001423	none
IC0016445	VMIC0016445.001436	evt004arg01attacker	EMIC0016445.001457	none
IC0016445	VMIC0016445.001436	evt004arg02target	EMIC0016445.001470	none
IC0016445	VMIC0016445.001436	evt004arg04place	EMIC0016445.001483	none
IC0016445	VMIC0016445.001496	evt090arg01killer	EMIC0016445.001517	none
IC0016445	VMIC0016445.001496	evt090arg02victim	EMIC0016445.001530	none
IC0016445	VMIC0016445.001496	evt090arg04place	EMIC0016445.001543	none
IC0016445	VMIC0016445.001650	evt052arg02recipient	EMIC0016445.001671	none
IC0016445	VMIC0016445.002248	evt084arg02defendant	EMIC0016445.002269	none
IC0016445	VMIC0016445.002248	evt084arg01investigator	EMIC0016445.002282	none
IC0016445	VMIC0016445.002248	evt084arg04place	EMIC0016445.002295	none
IC0016445	VMIC0016445.002248	evt084arg03crime	EMIC0016445.002308	none
IC0016445	VMIC0016445.002368	evt089arg01victim	EMIC0016445.002389	none
IC0016445	VMIC0016445.002368	evt089arg02place	EMIC0016445.002402	none
IC0016445	VMIC0016445.002415	evt004arg02target	EMIC0016445.002436	none
IC0016445	VMIC0016445.002415	evt004arg04place	EMIC0016445.002449	none
IC0016445	VMIC0016445.002744	evt011arg01attacker	EMIC0016445.002765	none
IC0016445	VMIC0016445.002744	evt011arg02target	EMIC0016445.002778	none
IC0016445	VMIC0016445.002744	evt011arg03instrument	EMIC0016445.002791	none
IC0016445	VMIC0016445.002804	evt011arg01attacker	EMIC0016445.002825	none
IC0016445	VMIC0016445.002804	evt011arg02target	EMIC0016445.002838	none
IC0016445	VMIC0016445.002804	evt011arg03instrument	EMIC0016445.002851	none
IC001630M	VMIC001630M.000024	evt089arg01victim	EMIC001630M.000045	none
IC001630M	VMIC001630M.000024	evt089arg02place	EMIC001630M.000058	none
IC001630M	VMIC001630M.000071	evt090arg02victim	EMIC001630M.000092	none
IC001630M	VMIC001630M.000071	evt090arg01killer	EMIC001630M.000105	none
IC001630M	VMIC001630M.000071	evt090arg04place	EMIC001630M.001087	none
IC001630M	VMIC001630M.000165	evt008arg02target	EMIC001630M.000186	none
IC001630M	VMIC001630M.000165	evt008arg01attacker	EMIC001630M.000199	none
IC001630M	VMIC001630M.000165	evt008arg04place	EMIC001630M.001147	none
IC001630M	VMIC001630M.000259	evt090arg02victim	EMIC001630M.000280	none
IC001630M	VMIC001630M.000259	evt090arg01killer	EMIC001630M.000293	none
IC001630M	VMIC001630M.000259	evt090arg04place	EMIC001630M.001220	none
IC001630M	VMIC001630M.000353	evt089arg01victim	EMIC001630M.000374	none
IC001630M	VMIC001630M.000353	evt089arg02place	EMIC001630M.000387	none
IC001630M	VMIC001630M.000447	evt090arg02victim	EMIC001630M.000468	none
IC001630M	VMIC001630M.000447	evt090arg04place	EMIC001630M.001421	none
IC001630M	VMIC001630M.000588	evt008arg02target	EMIC001630M.000609	none
IC001630M	VMIC001630M.000588	evt008arg04place	EMIC001630M.001481	none
IC001630M	VMIC001630M.000622	evt116arg01passenger	EMIC001630M.000643	none
IC001630M	VMIC001630M.000622	evt116arg02origin	EMIC001630M.000656	none
IC001630M	VMIC001630M.000763	evt090arg02victim	EMIC001630M.000784	none
IC001630M	VMIC001630M.000763	evt090arg04place	EMIC001630M.000797	none
IC001630M	VMIC001630M.000857	evt090arg01killer	EMIC001630M.000878	none
IC001630M	VMIC001630M.000857	evt090arg02victim	EMIC001630M.000891	none
IC001664M	VMIC001664M.000097	evt008arg01attacker	EMIC001664M.000118	none
IC001664M	VMIC001664M.000097	evt008arg02target	EMIC001664M.000131	none
IC001664M	VMIC001664M.000097	evt008arg04place	EMIC001664M.000157	none
IC001664M	VMIC001664M.000170	evt090arg01killer	EMIC001664M.000191	none
IC001664M	VMIC001664M.000170	evt090arg02victim	EMIC001664M.000204	none
IC001664M	VMIC001664M.000170	evt090arg04place	EMIC001664M.000230	none
IC001664M	VMIC001664M.000290	evt090arg02victim	EMIC001664M.000311	none
IC001664M	VMIC001664M.000337	evt090arg02victim	EMIC001664M.000358	none
IC00163VF	VMIC00163VF.000097	evt090arg02victim	EMIC00163VF.000118	none
IC00163VF	VMIC00163VF.000097	evt090arg03instrument	EMIC00163VF.000131	none
IC00163VF	VMIC00163VF.000097	evt090arg04place	EMIC00163VF.000144	none
IC00163VF	VMIC00163VF.000097	evt090arg01killer	EMIC00163VF.000157	none
IC00163VF	VMIC00163VF.000447	evt083arg01investigator	EMIC00163VF.000468	none
IC00163VF	VMIC00163VF.000447	evt083arg02defendant	EMIC00163VF.000481	none
IC00163VF	VMIC00163VF.000447	evt083arg03place	EMIC00163VF.000494	none
IC00163VF	VMIC00163VF.000541	evt081arg02defendant	EMIC00163VF.000562	none
IC00163VF	VMIC00163VF.000541	evt081arg01prosecutor	EMIC00163VF.000575	none
IC00163VF	VMIC00163VF.000601	evt004arg02target	EMIC00163VF.000622	none
IC00163VF	VMIC00163VF.000648	evt004arg01attacker	EMIC00163VF.000669	none
IC00163VF	VMIC00163VF.000648	evt004arg02target	EMIC00163VF.000682	none
IC00163VF	VMIC00163VF.000648	evt004arg03instrument	EMIC00163VF.000695	none
IC00163VF	VMIC00163VF.000883	evt052arg02recipient	EMIC00163VF.000904	none
IC00163VF	VMIC00163VF.000977	evt090arg02victim	EMIC00163VF.000998	none
IC00163VF	VMIC00163VF.000977	evt090arg01killer	EMIC00163VF.001011	none
IC00163VF	VMIC00163VF.001118	evt075arg01inspector	EMIC00163VF.001139	none
IC00163VF	VMIC00163VF.001118	evt075arg03place	EMIC00163VF.001165	none
IC00163VF	VMIC00163VF.001178	evt038arg01communicator	EMIC00163VF.001199	none
IC00163VF	VMIC00163VF.001178	evt038arg03place	EMIC00163VF.001212	none
IC00163VF	VMIC00163VF.001272	evt037arg01communicator	EMIC00163VF.001293	none
IC00163VF	VMIC00163VF.001366	evt024arg01communicator	EMIC00163VF.001387	none
IC00163VF	VMIC00163VF.001413	evt024arg01communicator	EMIC00163VF.001434	none
IC00163VF	VMIC00163VF.001460	evt090arg02victim	EMIC00163VF.001481	none
IC00163VF	VMIC00163VF.001494	evt090arg02victim	EMIC00163VF.001528	none
IC00163VF	VMIC00163VF.001541	evt079arg02detainee	EMIC00163VF.001562	none
IC00163VF	VMIC00163VF.001541	evt079arg03crime	EMIC00163VF.001575	none
IC00163VF	VMIC00163VF.001588	evt079arg02detainee	EMIC00163VF.001609	none
IC00163VF	VMIC00163VF.001763	evt127arg01employee	EMIC00163VF.001805	none
IC00163VF	VMIC00163VF.001763	evt127arg02placeofemployment	EMIC00163VF.001818	none
IC00163VF	VMIC00163VF.001831	evt037arg01communicator	EMIC00163VF.001852	none
IC00163VF	VMIC00163VF.001831	evt037arg03place	EMIC00163VF.001865	none
IC00164QG	VMIC00164QG.000071	evt090arg01killer	EMIC00164QG.000118	none
IC00164QG	VMIC00164QG.000071	evt090arg02victim	EMIC00164QG.000131	none
IC00164QG	VMIC00164QG.000071	evt090arg04place	EMIC00164QG.000831	none
IC00164QG	VMIC00164QG.000144	evt030arg01communicator	EMIC00164QG.000165	none
IC00164QG	VMIC00164QG.000144	evt030arg03place	EMIC00164QG.000844	none
IC00164QG	VMIC00164QG.000319	evt090arg02victim	EMIC00164QG.000340	none
IC00164QG	VMIC00164QG.000319	evt090arg04place	EMIC00164QG.000857	none
IC00164QG	VMIC00164QG.000580	evt089arg01victim	EMIC00164QG.000685	none
IC00164QG	VMIC00164QG.000601	evt089arg01victim	EMIC00164QG.000698	none
IC00164QG	VMIC00164QG.000622	evt089arg01victim	EMIC00164QG.000711	none
IC00164QG	VMIC00164QG.000643	evt089arg01victim	EMIC00164QG.000724	none
IC00164QG	VMIC00164QG.000664	evt089arg01victim	EMIC00164QG.000737	none
IC00164QG	VMIC00164QG.000771	evt083arg01investigator	EMIC00164QG.000805	none
IC00164QG	VMIC00164QG.000771	evt083arg02defendant	EMIC00164QG.000818	none
IC0016351	VMIC0016351.000003	evt008arg04place	EMIC0016351.000045	none
IC0016351	VMIC0016351.000003	evt008arg02target	EMIC0016351.000058	none
IC0016351	VMIC0016351.000024	evt090arg04place	EMIC0016351.000071	none
IC0016351	VMIC0016351.000024	evt090arg02victim	EMIC0016351.000084	none
IC0016351	VMIC0016351.000144	evt084arg03crime	EMIC0016351.000165	none
IC0016351	VMIC0016351.000144	evt084arg01investigator	EMIC0016351.000178	none
IC0016351	VMIC0016351.000191	evt090arg03instrument	EMIC0016351.000212	none
IC0016351	VMIC0016351.000191	evt090arg02victim	EMIC0016351.000225	none
IC0016351	VMIC0016351.000238	evt090arg01killer	EMIC0016351.000259	hedged
IC0016351	VMIC0016351.000238	evt090arg02victim	EMIC0016351.000272	none
IC0016351	VMIC0016351.000238	evt090arg04place	EMIC0016351.000285	none
IC0016351	VMIC0016351.000298	evt080arg04crime	EMIC0016351.000319	none
IC0016351	VMIC0016351.000298	evt080arg02defendant	EMIC0016351.000332	none
IC0016351	VMIC0016351.000345	evt090arg04place	EMIC0016351.000366	none
IC0016351	VMIC0016351.000345	evt090arg01killer	EMIC0016351.000379	hedged
IC0016351	VMIC0016351.000345	evt090arg02victim	EMIC0016351.000392	none
IC0016351	VMIC0016351.000405	evt090arg04place	EMIC0016351.000426	none
IC0016351	VMIC0016351.000405	evt090arg01killer	EMIC0016351.000439	hedged
IC0016351	VMIC0016351.000405	evt090arg02victim	EMIC0016351.000452	none
IC00164D6	VMIC00164D6.000050	evt090arg02victim	EMIC00164D6.000071	none
IC00164D6	VMIC00164D6.000050	evt090arg04place	EMIC00164D6.000084	none
IC00164D6	VMIC00164D6.000097	evt008arg02target	EMIC00164D6.000118	none
IC00164D6	VMIC00164D6.000097	evt008arg04place	EMIC00164D6.000144	none
IC00164D6	VMIC00164D6.000298	evt004arg02target	EMIC00164D6.000319	none
IC00164D6	VMIC00164D6.000298	evt004arg04place	EMIC00164D6.000332	none
IC00164D6	VMIC00164D6.000345	evt090arg02victim	EMIC00164D6.000366	none
IC00164D6	VMIC00164D6.000345	evt090arg04place	EMIC00164D6.000379	none
IC00164D6	VMIC00164D6.000486	evt004arg02target	EMIC00164D6.000507	none
IC00164D6	VMIC00164D6.000486	evt004arg04place	EMIC00164D6.000520	none
IC00164D6	VMIC00164D6.000554	evt090arg02victim	EMIC00164D6.000575	none
IC00164D6	VMIC00164D6.000554	evt090arg04place	EMIC00164D6.000588	none
IC00164D6	VMIC00164D6.000695	evt004arg02target	EMIC00164D6.000716	none
IC00164D6	VMIC00164D6.000695	evt004arg01attacker	EMIC00164D6.000729	none
IC00164D6	VMIC00164D6.000695	evt004arg04place	EMIC00164D6.000742	none
IC00164D6	VMIC00164D6.001917	evt090arg02victim	EMIC00164D6.001938	none
IC00164D6	VMIC00164D6.001917	evt090arg04place	EMIC00164D6.001951	none
IC00164GC	VMIC00164GC.000003	evt090arg01killer	EMIC00164GC.000024	none
IC00164GC	VMIC00164GC.000003	evt090arg02victim	EMIC00164GC.000037	none
IC00164GC	VMIC00164GC.000003	evt090arg04place	EMIC00164GC.000050	none
IC00164GC	VMIC00164GC.000063	evt004arg01attacker	EMIC00164GC.000084	none
IC00164GC	VMIC00164GC.000063	evt004arg02target	EMIC00164GC.000097	none
IC00164GC	VMIC00164GC.000063	evt004arg04place	EMIC00164GC.000110	none
IC00164GC	VMIC00164GC.000358	evt030arg01communicator	EMIC00164GC.000379	none
IC00164GC	VMIC00164GC.000358	evt030arg02recipient	EMIC00164GC.000392	none
IC00164GC	VMIC00164GC.000452	evt090arg01killer	EMIC00164GC.000473	not,hedged
IC00164GC	VMIC00164GC.000452	evt090arg02victim	EMIC00164GC.000486	none
IC00164GC	VMIC00164GC.000499	evt004arg01attacker	EMIC00164GC.000520	not,hedged
IC00164GC	VMIC00164GC.000499	evt004arg02target	EMIC00164GC.000533	none
IC00164GC	VMIC00164GC.000546	evt079arg02detainee	EMIC00164GC.000567	none
IC00164GC	VMIC00164GC.000546	evt079arg03crime	EMIC00164GC.000580	none
IC00164GC	VMIC00164GC.000546	evt079arg03crime	EMIC00164GC.000593	none
IC00164GC	VMIC00164GC.000606	evt133arg04money	EMIC00164GC.000627	none
IC00164Q9	VMIC00164Q9.000003	evt090arg01killer	EMIC00164Q9.000024	none
IC00164Q9	VMIC00164Q9.000003	evt090arg02victim	EMIC00164Q9.000037	none
IC00164Q9	VMIC00164Q9.000003	evt090arg04place	EMIC00164Q9.000050	none
IC00164Q9	VMIC00164Q9.000063	evt004arg01attacker	EMIC00164Q9.000084	none
IC00164Q9	VMIC00164Q9.000063	evt004arg02target	EMIC00164Q9.000097	none
IC00164Q9	VMIC00164Q9.000298	evt030arg02recipient	EMIC00164Q9.000319	none
IC00164Q9	VMIC00164Q9.000298	evt030arg01communicator	EMIC00164Q9.000332	none
IC0015MXG	VMIC0015MXG.000003	evt008arg04place	EMIC0015MXG.000024	none
IC0015MXG	VMIC0015MXG.000003	evt008arg01attacker	EMIC0015MXG.000037	none
IC0015MXG	VMIC0015MXG.000003	evt008arg02target	EMIC0015MXG.000050	none
IC0015MXG	VMIC0015MXG.000063	evt090arg04place	EMIC0015MXG.000084	none
IC0015MXG	VMIC0015MXG.000063	evt090arg01killer	EMIC0015MXG.000097	none
IC0015MXG	VMIC0015MXG.000063	evt090arg02victim	EMIC0015MXG.000110	none
IC0015MXG	VMIC0015MXG.000123	evt090arg02victim	EMIC0015MXG.000144	none
IC0015MXG	VMIC0015MXG.000123	evt090arg04place	EMIC0015MXG.000157	none
IC0015MXG	VMIC0015MXG.000473	evt124arg02candidate	EMIC0015MXG.000494	none
IC0015MXG	VMIC0015MXG.000695	evt090arg01killer	EMIC0015MXG.000716	hedged
IC0015MXG	VMIC0015MXG.000695	evt090arg02victim	EMIC0015MXG.000729	none
IC0015MXG	VMIC0015MXG.000789	evt090arg01killer	EMIC0015MXG.000810	none
IC0015MXG	VMIC0015MXG.000789	evt090arg02victim	EMIC0015MXG.000823	none
IC0015MXG	VMIC0015MXG.000836	evt090arg02victim	EMIC0015MXG.000857	none
IC0015MVH	VMIC0015MVH.000003	evt008arg02target	EMIC0015MVH.000024	none
IC0015MVH	VMIC0015MVH.000003	evt008arg04place	EMIC0015MVH.000050	none
IC0015MVH	VMIC0015MVH.000204	evt090arg02victim	EMIC0015MVH.000225	none
IC0015MVH	VMIC0015MVH.000204	evt090arg04place	EMIC0015MVH.000251	none
IC0015MVH	VMIC0015MVH.000358	evt084arg01investigator	EMIC0015MVH.000379	none
IC0015MVH	VMIC0015MVH.000358	evt084arg03crime	EMIC0015MVH.000392	none
IC0015MVH	VMIC0015MVH.000358	evt084arg04place	EMIC0015MVH.000405	none
IC0015MVH	VMIC0015MVH.000969	evt052arg02recipient	EMIC0015MVH.000990	none
IC0015MVH	VMIC0015MVH.000969	evt052arg03place	EMIC0015MVH.001003	none
IC0015MVH	VMIC0015MVH.001183	evt004arg01attacker	EMIC0015MVH.001204	none
IC0015MVH	VMIC0015MVH.001183	evt004arg02target	EMIC0015MVH.001217	none
IC0015MVH	VMIC0015MVH.001183	evt004arg04place	EMIC0015MVH.001230	none
IC0015MVH	VMIC0015MVH.001564	evt010arg02target	EMIC0015MVH.001585	none
IC0015MVH	VMIC0015MVH.001564	evt010arg04place	EMIC0015MVH.001598	none
IC0015MVH	VMIC0015MVH.001718	evt004arg02target	EMIC0015MVH.001739	none
